fft_0.042Hz,fft_0.292Hz,fft_0.542Hz,fft_0.792Hz,fft_1.042Hz,fft_1.375Hz,fft_1.625Hz,fft_1.875Hz,fft_2.125Hz,fft_2.375Hz,fft_2.625Hz,fft_2.875Hz,fft_3.125Hz,fft_3.375Hz,fft_3.625Hz,fft_3.958Hz,fft_4.208Hz,fft_4.458Hz,fft_4.708Hz,fft_4.958Hz,total_power,max_power,crest_factor,regrowth_power,outer_power_ratio,shoulder_power_ratio,adjacent_channel_power_ratio,label
57.9790541265635,57.8220041646363,44.9562716107191,7.65140774522082,2.41632381170454,-0.795627173716845,-2.80483415488455,-3.98837921701069,-5.34622137614165,-6.42543440625882,-6.90343866413719,-8.14460674510625,-8.36263786819942,-9.26871158066895,-9.52251044280598,-10.3604896183317,-10.8463979862315,-11.1614639596933,-11.2666697478973,-11.792109889818,271501111.440805,766223.28736779,2.36628518161251,194.648788148824,1.04974362864552e-06,3.45635754375741e-06,2.95700288842894e-06,0
57.6963279272353,57.7906415143363,45.4626317456746,7.34853457299881,2.0081761715321,-1.20040832516389,-3.48739897697738,-4.83620794636015,-5.81592916855432,-6.99059603929107,-8.0640990744824,-8.89191088427554,-9.40917359877533,-10.4286521007273,-10.044791034004,-11.4564854221593,-12.0224251642086,-12.1426512038123,-12.2830552300842,-12.9117428530669,272148387.594596,784618.956949702,2.16903653803409,155.768499483549,8.39683975061299e-07,2.908807886146e-06,2.5040631079452e-06,0
57.7427087894278,57.3013257366777,43.86889685197,8.14748499359953,2.71677604983545,0.0908716750307998,-2.41105253157152,-3.86218036975656,-4.88450225713565,-6.01805611769435,-7.03403592976013,-7.52925826361367,-7.99887805580162,-8.92528544209044,-9.17807940266427,-9.94482504020507,-10.5508432220624,-10.9905273516278,-11.1319306251617,-11.6307052203633,271297129.708376,762676.885232018,2.33384511311715,205.763773798849,1.11234587926442e-06,3.76256031393841e-06,3.2280420873111e-06,0
58.3935921571447,58.1936315159748,45.5577426942765,8.19801832944671,2.14302165248369,-1.11494786983924,-3.41652986321149,-4.61361783097306,-6.10592562582771,-7.04723221391901,-7.63243481824635,-8.70852126231605,-9.4649908484657,-10.0191038867286,-10.3270097720925,-11.0345972858725,-11.4979641844793,-12.1304473218762,-12.1653145639975,-12.8356892964747,272133374.461064,838238.492403043,2.28699690546831,160.523566054733,8.67020586092761e-07,3.06608430778376e-06,2.6444489300476e-06,0
57.6867422828069,58.1082287537529,45.2815770016735,7.68940011467431,2.55985218394801,-0.794516768919542,-3.17543927614018,-4.27277857900928,-5.58674743922161,-6.59313403053801,-7.09958541070894,-8.40287875742945,-8.71834905985228,-9.69047346897947,-10.0802361624942,-10.7799412771213,-11.1171207341704,-11.7313990117278,-11.9805101261753,-12.3771020556414,272096988.020147,732883.018071047,2.27088287303085,175.829541300653,9.47305850435214e-07,3.15620940202966e-06,2.70423696237671e-06,0
57.4557017954585,57.247631397786,45.4696630061785,8.87010230267697,2.48340338695467,-0.629815041631254,-2.45393865195601,-3.82613360621268,-5.1946902562686,-6.27755329314882,-7.05745743878961,-7.99591597257678,-8.2596396743469,-9.41929279308756,-9.43259125619067,-10.042586328902,-10.7421202131864,-11.2882803264175,-11.3753982028377,-11.9468556912342,271805092.181509,764197.349411832,2.21129091525157,192.446370101106,1.03874982651573e-06,3.54432426616638e-06,3.04472664923753e-06,0
57.537288065241,57.4463249388263,45.3522424500453,8.76228978807542,2.79942176499081,-0.0578842851937008,-2.45703085393106,-3.73079456616458,-4.92968543111724,-5.97420530930367,-6.63373270237907,-7.65993658295869,-8.09785310232787,-9.14224816788733,-9.23418693455819,-10.1597504731955,-10.2951981870245,-10.8060522899775,-11.1966515742106,-11.705469333141,271384067.766298,746499.490096525,2.26657569020148,206.601230982293,1.1154101830181e-06,3.70916050071401e-06,3.17492470157791e-06,0
57.4795809474453,57.6031079326384,45.8656206622397,7.60621953017722,1.53223354468975,-1.3028518490462,-3.46036205404103,-4.56834365660113,-5.42852644675495,-6.85489744899072,-7.40911888272224,-8.71867725925364,-8.65636138429384,-9.84655637165148,-10.0346506862552,-11.0562896730718,-11.2265355247876,-11.7628284899122,-11.8803679147841,-12.4287184456021,271236748.444453,746656.064768238,2.32101026007717,169.457485397617,9.13477065181912e-07,2.95339917276553e-06,2.52076294395934e-06,0
58.2331197057981,57.4998466464166,45.4345127330197,8.54121472770865,2.62197988754995,-0.656670478092413,-2.76709058367749,-4.42817119708002,-5.42747606085242,-6.63076550972115,-7.57293987855008,-8.41955236599144,-9.04612392108811,-9.85687415721392,-10.3716870948991,-10.685403199882,-11.3353971872754,-11.8243068591586,-12.0121361556311,-12.5235852263535,271542502.810321,739964.863355578,2.29698458883656,169.341118119197,9.19458745788159e-07,3.43516926371149e-06,2.98125308034035e-06,0
58.2574740247855,58.2863763517084,45.9509266040293,7.73165076792826,1.68859108725326,-1.17904683507092,-3.37643831415221,-4.55818432869992,-6.0486558814272,-7.0582858573615,-7.93686511756342,-8.7545327217134,-8.84812601580339,-9.91962517472215,-10.6005744819925,-11.1905925334045,-11.3239753322428,-12.0103668985596,-12.3129241977119,-12.8772858550475,271350584.251087,783245.541635292,2.41738236490431,162.872384382189,8.80719081840988e-07,3.05014420168922e-06,2.62426823032736e-06,0
57.4076103986693,57.8846404462451,45.1189239787327,8.23622454147183,2.80825930068095,-0.52858947004409,-2.34186007322393,-3.57594129553781,-4.80575230713772,-5.9963039137449,-6.9355836222928,-7.64739491004917,-8.03835204476579,-8.99048407729747,-9.32349802467285,-10.1824698467283,-10.5607869806914,-11.0193733289932,-11.0402859884193,-11.6433594940447,272030133.215153,791591.28491443,2.2661191734086,205.050169133294,1.10572793297266e-06,3.76713249031372e-06,3.23489867017737e-06,0
57.7607694711898,57.3734072736407,45.9246710054601,8.19723157001359,2.41513915655938,-0.682996689989787,-2.24096354846366,-3.72693132472633,-4.66286211539887,-5.8963384016674,-6.59625545533649,-7.42839220840035,-7.75841314605134,-8.65744028948719,-9.06628040835166,-10.0995244893515,-10.1461934719524,-10.6039338980647,-10.8728068154752,-11.4651563701079,270847852.801223,778066.319208041,2.3323532908153,215.939311470598,1.16857756668102e-06,3.87164059980114e-06,3.31380352712871e-06,0
56.6924131480731,56.7302348483033,45.7759894803954,7.69470139320239,1.98566321761067,-0.676264579723366,-3.18077690094563,-4.25523006960173,-5.12301187590567,-6.7376890331181,-7.17759617918018,-8.3494626753585,-8.7134912457353,-9.57999921356959,-9.81263075511421,-10.701831820414,-10.8509783201783,-11.6019173245896,-11.7689691859694,-12.389921604319,271015937.477803,735079.045576237,2.25259508913923,178.714917182575,9.66263097754657e-07,3.25435324055471e-06,2.79049266959835e-06,0
56.9669123785307,57.8041466336269,45.8010844858076,6.9866609383914,1.55030275764376,-1.48711009030819,-3.39346883717199,-4.50328787385999,-5.84598739571365,-6.64970857498632,-7.84639051238821,-8.39312195030411,-8.70094946783766,-9.92715443177465,-10.0275264367509,-10.8055415992679,-11.2090683302343,-11.520734615165,-11.7920468791078,-12.4144770941562,271309817.107608,751343.807242957,2.17785207296158,173.495537481775,9.35203416207593e-07,3.01781730101111e-06,2.57575168223539e-06,0
57.1906809325827,56.5545032654376,46.5637351487583,8.08983412943903,2.89004580621256,0.110888716894946,-1.81503220179479,-3.19648296274866,-4.13640400608841,-5.60027706501822,-6.22620663174229,-7.15806687571537,-7.4260768839714,-8.38818406415144,-8.68199166759852,-9.36380318361412,-9.85121042964409,-10.220557876437,-10.6668175494243,-10.9817759897846,270918444.664797,756508.721187342,2.23245020242984,240.892425440286,1.29967667852053e-06,4.09706498503184e-06,3.48405011993388e-06,0
57.3883114088979,57.4522604877681,44.9337795369177,6.87617960730519,2.17019254194835,-0.37721920263615,-2.44938259227083,-3.78659008165822,-4.57996543376349,-5.76974768789083,-6.65217198395287,-7.31619928881062,-8.09065733687213,-8.67707708560147,-8.92309525163409,-9.9116858502976,-10.1933316661333,-10.7837985729928,-10.7654194059225,-11.3551175744433,271211381.947224,755774.285995401,2.22884656505068,222.461393674718,1.19517332329508e-06,3.51107047612951e-06,2.95729454031248e-06,0
57.3411924247136,58.2152523159854,44.7725881364693,7.73043596595334,2.40637210588506,-0.454459492711021,-2.6640145600224,-3.83595824807371,-5.1994088882883,-6.32172403168963,-6.96194270308548,-7.88212226330522,-8.73639203440375,-9.36978445841272,-9.1809971006189,-10.2525739683558,-10.8858887937296,-11.2368465725539,-11.2528601786143,-11.9270321234123,272205747.238468,721779.519396283,2.28792335250643,195.728700132255,1.05266981005237e-06,3.45674858457977e-06,2.95525145802118e-06,0
56.9085398336437,57.9999376644047,46.0072861853282,8.13896224372493,2.56189393561138,-0.798627215950622,-3.00010361228212,-4.10284270975789,-5.62237559058586,-6.73314877094302,-7.07476186950258,-8.34499528878746,-8.84450310832565,-9.80177865247012,-9.955569206872,-10.6628086505295,-11.0566733030632,-11.7128116260573,-11.8893433767534,-12.4530133003599,271486213.334741,752718.383542046,2.33871527039635,176.955956722345,9.5760883832287e-07,3.37163877259203e-06,2.90722667847577e-06,0
57.5089573786033,57.360690949505,44.908722411902,8.23402405899528,2.1207792962584,-1.29068057765271,-3.17618626516399,-4.42394327918696,-5.87352023277262,-6.93349878347882,-7.71784434469815,-8.46347745679505,-8.59936061929209,-9.88419868459586,-10.319065262164,-11.1333484942565,-11.533803787379,-11.8329603861425,-12.1435454441713,-12.6212154444996,271704192.263115,738388.457744392,2.29703997062169,167.795715367671,9.07308260401497e-07,3.19293250251095e-06,2.75272350819092e-06,0
57.3648453282414,57.4031570971516,45.8784560902372,8.13342098390823,2.32051638861117,-0.672393356405784,-2.74995614326271,-4.1201252311684,-5.32770335673234,-6.36069171822371,-7.42981302077202,-8.03311484662334,-8.77307716410849,-9.35772278277962,-9.79574437618475,-10.4160485436672,-10.6455118221415,-11.2935906311367,-11.3317916930509,-12.1404185881983,270816609.41854,724859.78025291,2.31238443757807,189.916745140281,1.02643447409013e-06,3.38510028671961e-06,2.89647359858585e-06,0
57.5432246447863,57.6034747054877,44.7728820624772,8.33398941887926,2.70775342596203,-0.909868300353846,-2.92695795748944,-4.14543230282283,-5.20235997318061,-6.61070906993017,-7.24875105880927,-8.15778892187847,-8.89023985090848,-9.59864516567751,-9.62509183458009,-10.9751536504172,-11.0757070341305,-11.5148915409877,-11.8222745367453,-12.3894235142404,271409524.893783,748066.716469314,2.37176850850736,178.169886085618,9.64968423685529e-07,3.38439886397086e-06,2.91683688260531e-06,0
57.2575140939131,57.74947469633,45.6131052486557,8.06989962065378,2.5234157526183,-0.827344743674695,-3.31096899647361,-4.55586765473203,-5.52361930004376,-6.77689646128986,-7.55036772803954,-8.73152540610256,-9.06121206433127,-10.1735145617568,-10.2048328526832,-10.9646844286941,-11.4835255281086,-11.8515993440832,-12.0737328511164,-12.7394348958412,271345452.83418,737203.158911548,2.19233802434459,164.305793295427,8.91884777359676e-07,3.27637890812975e-06,2.83856018037096e-06,0
57.3727549581464,57.1071451962346,45.4992490486726,7.81185435442543,2.47834319856846,-0.781405647163955,-2.84041491940796,-3.85368854986562,-5.11998159665208,-6.4375817383413,-7.27551398638825,-8.08744332515023,-8.56843519975831,-9.3802020889364,-9.59233362048941,-10.3646312790928,-10.9329226642739,-11.3043915691274,-11.4071773654736,-11.9179392830141,271940594.341485,767189.182432923,2.47761710592044,189.618975972648,1.02208790395627e-06,3.44549921542819e-06,2.95574855455489e-06,0
57.7969629045097,57.1508590992386,45.9966764734634,7.9098119466162,2.03364664790115,-0.868345817114611,-3.33995769195957,-4.40338385555041,-5.5880343329822,-6.75807398662788,-7.49330724092871,-8.50785916730395,-9.09540883379068,-9.8432759136909,-9.6761897464831,-10.7350770529783,-11.1665037616506,-11.8642841830643,-11.5943814900969,-12.3020542475464,272199448.508107,751267.660218614,2.3083666312367,171.40578734838,9.2298536983852e-07,3.10777630027876e-06,2.66520351103306e-06,0
57.1820134968193,57.8773181902199,44.9338681474251,7.59212665993979,2.60163788932493,-0.28420392019078,-2.30066195820595,-3.34804456675736,-4.65047846234302,-5.67459725905767,-6.48888373895143,-7.38202373342248,-7.78104909469562,-8.68256285016079,-8.78102493730105,-9.65711986888752,-10.0674362985801,-10.4643585199955,-10.5243873172558,-11.3030252912559,271738683.218981,825483.608304253,2.31609632710577,224.404032957786,1.20681447826844e-06,3.80992471514486e-06,3.24054830184503e-06,0
57.2990120663489,57.7881071385486,45.5358281721062,8.76557802684259,2.53771182989668,-0.0340295064186647,-2.70848371893336,-4.06326576225774,-5.32593535723921,-6.34245002348782,-7.35820997937557,-8.0758220445621,-8.64570858037738,-9.54310963291384,-9.46607562656997,-10.5533562199926,-10.6999616333217,-11.3701062976526,-11.262814290977,-12.223866498953,272016559.56016,783648.303505452,2.25174452712288,185.492160761435,1.00358666749887e-06,3.57505005941e-06,3.08475576907895e-06,0
57.7782540146493,57.6528621150314,45.6620115475538,8.12627504674696,2.34613502341989,-1.04079579949275,-3.36355513041793,-4.96929088872149,-6.0372820022579,-7.12522213067115,-7.99369646219039,-8.95592584336319,-9.5660666142267,-10.4022833050153,-10.6683314699162,-11.4070044939106,-11.4848140957244,-12.3439139448291,-12.3328141186556,-13.2914051843644,271527084.471545,759991.859478276,2.18893825088626,152.023418927159,8.23808574630726e-07,3.01805450970831e-06,2.61310126438882e-06,0
57.6634861974005,57.2874964097777,45.6084669935938,6.96970754912711,1.87354707631257,-0.755804397191503,-2.80805063857245,-3.85930187775669,-4.90900859060109,-6.22257308469463,-6.718861733949,-7.59720671903282,-8.25751658563485,-8.98727677606552,-9.13026489140115,-10.2962222508834,-10.4351509169341,-10.9466277416212,-10.7895571809496,-11.7137352035786,271694297.144263,775325.436560909,2.44919076490559,203.543601940081,1.09427542097634e-06,3.39430384812505e-06,2.88154365967576e-06,0
57.8370406276275,57.9370203357798,45.5121748373734,7.26979174319107,1.82661115652806,-1.02014154835201,-3.44786516690533,-4.68383470674089,-5.53065164907945,-6.83009654551823,-7.73836506429747,-8.66115912031947,-8.97851384236647,-9.95623937121514,-10.4390304595232,-10.7397168124789,-11.2573581711419,-11.8283136835587,-11.7583532336903,-12.5886671637035,271457885.757992,752392.621510548,2.42865952165109,168.073802129122,9.0811278046996e-07,3.11697544895891e-06,2.67881984936718e-06,0
58.1619578508125,57.1001690790767,44.7238307489067,7.9745899329557,2.55672597709906,-0.521262376273313,-2.47652248547402,-3.55731740459173,-4.70195084476744,-5.70562491112616,-6.59583930494425,-7.47503785431555,-7.83767104263372,-8.64552008075589,-8.90711021080658,-9.94245864702356,-10.1420893514257,-10.755808159656,-10.9748278044366,-11.3358869616912,271196071.4586,778261.337516728,2.28382758896275,220.120192066533,1.18682321293884e-06,3.77716064387404e-06,3.21631784265456e-06,0
56.9541252400324,57.3388302811601,45.3282636533003,7.39740060477212,1.52735808986143,-1.50031878143551,-3.79115517614893,-5.05564535502764,-6.00179717461466,-7.44248662251171,-8.04820121844998,-9.00311744380282,-9.34279551692678,-10.5226838059893,-10.668520887578,-11.5541855069144,-11.465077796039,-12.3926816684197,-12.670095312654,-13.1973780019109,270681552.896612,765204.334338967,2.20582722343922,150.162562585351,8.14295074997166e-07,2.83773645836389e-06,2.44440930788286e-06,0
