fft_01,fft_02,fft_03,fft_04,fft_05,fft_06,fft_07,fft_08,fft_09,fft_10,fft_11,fft_12,fft_13,fft_14,fft_15,fft_16,fft_17,fft_18,fft_19,fft_20,fft_21,fft_22,fft_23,fft_24,fft_25,fft_26,fft_27,fft_28,fft_29,fft_30,fft_31,fft_32,fft_33,fft_34,fft_35,fft_36,fft_37,fft_38,fft_39,fft_40,label
58.5109929373842,57.1203202761873,57.4660140835095,57.4545514613541,50.1148326159585,14.1000549415392,8.76237665157644,5.02534005056305,2.19193191113884,1.45095658454911,0.0948909474473937,-1.67286539262199,-2.14679163527338,-2.81280367299035,-4.10552493243347,-4.68555822619514,-4.97808459739546,-5.7993074871765,-6.43627218977259,-6.3430509396422,-6.98017873757413,-7.82853242579021,-8.05872543679568,-8.16308352904931,-8.83904203651692,-9.21069890710374,-9.29588636426441,-9.68835472838356,-10.2205101053611,-10.0373176256231,-10.3957716830729,-10.8476113400817,-10.8956091083417,-11.2839839152872,-11.3457264239634,-11.6504137611621,-11.3622035042442,-11.7794659379289,-12.2562403238183,-12.2022732234095,0
57.8495079162329,57.0064038778997,57.7752114672901,57.3790287437487,51.0189706949137,13.3874552364658,8.18133061045664,4.6651511331189,1.8781354256671,1.09612247799742,-0.545808670787284,-1.99082108073206,-2.44062483671206,-2.88101794969413,-4.43990572987093,-4.96572038791575,-5.23923537249147,-6.1101574260328,-6.90970323883808,-6.95429275916978,-7.20629951968211,-8.21909438998165,-8.4143989306837,-8.69124398995787,-9.31304021106835,-9.4151800234935,-9.54316539108077,-9.96567167329786,-10.5343078545883,-10.4326650703874,-10.8430711516151,-11.2738274038191,-11.1881217500942,-11.4603206445084,-11.9251458900428,-12.1253501044167,-11.91110076063,-12.0571964575669,-12.6572990478265,-12.3650415591987,0
56.0195535748786,57.6252387932105,57.645885470509,57.5111802930718,49.5208288118286,13.7377080695938,8.75765891955136,4.91987568485885,2.75835499135798,2.07410771134654,0.843839731570238,-0.863164986018651,-1.52337744680293,-2.02514426380894,-3.28985142619667,-3.75038456073199,-4.22620501379367,-4.81009674163462,-5.48803623526494,-6.02344361853526,-6.3151915429883,-6.87261310230404,-7.0670864316405,-7.3424610438709,-7.93127401201327,-8.0918026694574,-8.17302793282258,-8.71461525420415,-9.15555737216042,-9.22719964811321,-9.43003204024886,-9.89593582614605,-10.0415019620433,-10.1865501035728,-10.4659441249877,-10.6649528527711,-10.5679367758228,-10.9254407799997,-11.2190054594252,-11.2777723099509,0
58.137815987396,57.6362196314598,57.1617308033952,57.201853195779,50.2035457495211,14.0040120616795,8.11893028847049,5.05004399567446,2.24290449262103,1.52600145232747,0.0691230055173256,-1.29663941676861,-2.09883271527311,-2.28273570196667,-3.59451319661817,-4.24058397393819,-4.08699783156244,-5.18435832882951,-5.72274469017933,-5.98921473726429,-6.37772895040295,-7.14363392651763,-7.48246591391692,-7.55128715505874,-8.12571293690801,-8.35362807402371,-8.71444406842842,-9.03465895192289,-9.41454574374666,-9.12740512595106,-9.43236332152317,-10.0927254756481,-10.1307377018801,-10.2111676170008,-10.6597078182106,-10.9223381033869,-10.5730240392926,-11.0241412480222,-11.4575172264663,-11.460050062891,0
58.0431934910884,57.3468385284341,57.7199602351945,57.8312447934291,50.3992583189528,12.5520695648707,8.20062727737373,5.16105167715049,2.36631771550238,1.76982578035462,0.203585503592827,-1.36966863896842,-1.94526662617942,-2.49476653829685,-3.6551410232534,-4.25810356473492,-4.62642307265652,-5.43405827893857,-5.98769634736661,-6.02585947404377,-6.63282840984926,-7.39927673337571,-7.36802748062949,-7.77715171915148,-8.54352266551019,-8.67907068869731,-8.98413239528547,-9.10444149411893,-9.70188017603149,-9.84988500593567,-10.0076043478805,-10.3959109295331,-10.4206815144,-10.5881445751219,-10.9010949282584,-11.1896337182391,-10.9694152213848,-11.3462066133309,-11.8072002625508,-11.6201505550768,0
57.0280816697984,57.2591844612128,58.0278855992295,57.6091543206786,50.0504384161852,14.3306178650611,8.83087108411303,4.9258722245859,2.30771592820202,1.61569993742859,0.552915461693674,-1.32813842626665,-1.84985844817328,-2.4503578498095,-3.60537158569704,-3.90907000501465,-4.40007409164446,-5.3321601486258,-5.88250660622638,-5.86770250488987,-6.70902537971803,-7.30444826885791,-7.55752801814564,-7.75614150597029,-8.10631317362961,-8.55394220043261,-8.84146050229138,-8.98934627327093,-9.55982177927572,-9.74079704557214,-9.83834603264085,-10.2841752399676,-10.3603752151729,-10.2401701525694,-10.8303522365431,-11.0493530017335,-10.9925018085392,-11.1411999028303,-11.6858034063072,-11.5478118767139,0
57.3557949146662,58.0430360991766,57.5835766200679,56.7648137208704,49.8763769622365,13.9018110630628,9.19693073220722,5.65300651986218,2.53052809661074,1.78081639106143,0.35158164451327,-1.4504041534244,-2.05231890883237,-2.50839925795659,-3.88045865805296,-4.5043431148704,-4.9514197260677,-5.81210877367708,-6.34212990015709,-6.54023782466805,-6.89373558282125,-7.78609500969597,-7.97563601090047,-8.00611195352525,-8.89322184827992,-9.18924049613266,-9.25337957450273,-9.6417866749603,-10.0879336523557,-9.9133972157657,-10.4538639817973,-10.8680060255161,-10.8337524547327,-10.8270820489882,-11.2862658575394,-11.7628104724088,-11.3279649562341,-11.9277118040339,-12.2828749733812,-12.6405724158279,0
56.2971144558207,57.7682954517299,57.3933765415106,57.7905532126938,50.141451843674,13.7862799368677,8.07520861855992,4.58788813051498,2.31246918296039,1.38330866067291,0.681193457407681,-1.07044977570276,-1.42044243065344,-2.36994915802286,-3.28359755501629,-3.88454539292457,-3.96354724600971,-5.04395462920944,-5.49173526688091,-5.68759219220027,-6.34946497036595,-6.85545967671385,-6.87021833462566,-7.30855252168341,-7.96030418426243,-8.22117119763251,-8.20101718428571,-8.75844685366227,-9.06575993802481,-8.77601875507085,-9.25937721679486,-9.87686191091712,-9.8358828983342,-9.92485963756264,-10.3775189182037,-10.6203429223,-10.2445076419707,-10.7389553838321,-11.1755040449344,-11.2192298468806,0
59.3958992601115,57.4199120055657,57.5797657675913,57.3157653605624,50.7666764906944,13.9449555586583,8.41094561182195,4.98155231162859,2.33134828675807,1.26490054605146,-0.372287665219421,-1.621258971738,-2.26621789625478,-3.14142933395241,-4.21376657515709,-4.58973793324624,-4.89112210024275,-5.85477741610798,-6.55500228006033,-6.53544595426744,-6.91153837788412,-7.90492685527811,-7.9502709381325,-8.31916742336606,-9.00713664956538,-9.4459526348923,-9.18373674172075,-9.77062369469286,-10.2638803775843,-10.102972451757,-10.4283549576715,-10.9625462586056,-11.125583225248,-10.8601650437939,-11.4555959742314,-11.7737555143413,-11.3232624399404,-11.8926611552276,-12.344263562541,-12.1428007943946,0
57.1965678245096,57.4038595417137,57.9288303685048,57.1662988879363,50.1688604198882,13.3264755284853,7.8857813412901,4.98458666057681,2.23923607750437,1.89621748033727,0.205534801920488,-1.28959096661449,-2.15085961030796,-2.54937711721613,-3.55271342721988,-4.22804290168866,-4.40427820822901,-5.28209562934212,-5.88664351682401,-6.10269735567374,-6.50056263403919,-7.241030548023,-7.42933299657269,-7.68169100907497,-8.20917299593746,-8.54195317408314,-8.33032900997588,-9.05257706386476,-9.47204843654634,-9.53856561780598,-9.69243573403143,-10.2628571032157,-10.1196330229928,-10.3785616117493,-10.7427692256519,-11.0053610651166,-10.6305587635877,-11.230128858834,-11.5402872545736,-11.7217355695992,0
58.8120159280978,57.809828732573,57.2080203021391,56.8816700613602,50.3482019190758,14.0290406968519,8.65253081527618,4.73878445818284,1.86349236868019,1.19792412932546,-0.37152133621246,-2.11594342025017,-2.55618630698674,-3.07741039277991,-4.50397356169606,-4.98704839382883,-5.33131810437609,-6.31171130644207,-6.98317644953024,-6.93623618577237,-7.43218492376271,-8.33557984027197,-8.47414162962514,-8.73722693863124,-9.40495040588567,-9.71020172870796,-9.44298291893127,-9.99967562864529,-10.6059878737756,-10.4519903329923,-10.8844727259302,-11.3944915611411,-11.2582253145065,-10.984361612178,-11.8340348984009,-12.1262069469767,-12.0469247105029,-12.3102223225599,-12.7514302849774,-12.7933598956795,0
