fft_0.042Hz,fft_0.292Hz,fft_0.542Hz,fft_0.792Hz,fft_1.042Hz,fft_1.375Hz,fft_1.625Hz,fft_1.875Hz,fft_2.125Hz,fft_2.375Hz,fft_2.625Hz,fft_2.875Hz,fft_3.125Hz,fft_3.375Hz,fft_3.625Hz,fft_3.958Hz,fft_4.208Hz,fft_4.458Hz,fft_4.708Hz,fft_4.958Hz,harmonic_distortion_ratio,harmonic_distortion_db,intermod_power_ratio,intermod_power_db,acpr_db,regrowth_power_db,nonlinear_residual_ratio,label
57.6751402762061,57.6103968905228,45.5547975437539,8.88297595602788,2.86344315742118,-0.211421562433561,-2.19856685952424,-3.62643817529779,-4.99085814868419,-6.06825401705843,-6.71144044821143,-7.75042455784501,-8.27067106870254,-8.97347513369686,-9.31916984163515,-10.2066973075073,-10.3942474296977,-11.1002019186812,-11.0117454391232,-11.6596185709047,1.65936828653201e-06,-57.8005721424428,1.84685194111534e-06,-57.3356791973981,-54.8251376156964,23.1610121783342,4.95027142544545e-06,0
57.6413772013984,57.6037965985693,45.424577085803,8.71828404940024,3.06917790176658,0.237252101973827,-1.91193676357336,-3.02846567850485,-4.20338563105191,-5.02595909882221,-5.73713017825839,-6.985937161812,-7.42441623665251,-8.15795268280962,-8.29244498787858,-9.39607766960062,-9.65962392309787,-10.1608411991353,-10.1274670447844,-10.8853503439727,1.95916418866069e-06,-57.07929166181,2.12714933148787e-06,-56.7220202036475,-54.4609553702765,23.9315962371417,5.53783563015928e-06,0
56.9713243870109,58.0148666129248,45.7661728432068,6.65719423144691,1.14660761189442,-2.39292898640491,-4.44512447825812,-5.496909076203,-6.61896224152805,-7.81332257025055,-8.41854769350343,-9.36433313691135,-9.86078530708597,-10.6984987413743,-10.5867958859017,-11.9143044410701,-12.2006627885079,-12.6605614861862,-12.5310176826671,-13.4100694871091,1.12559744120524e-06,-59.4861690275817,1.23634106064338e-06,-59.0786170690139,-56.6559641027351,21.501713786699,3.28449928128164e-06,0
57.8707119235783,57.5652979908646,45.3658042341446,7.80728517696193,2.26028098451238,-1.64664870518211,-3.64221898602386,-4.79514980412513,-6.1680067839129,-7.27419080183881,-8.29090029722409,-9.05526123026906,-10.0845146388337,-10.6465876900312,-10.7789751683693,-11.7610040495913,-11.8138949137872,-12.5830707650908,-12.9502925260841,-13.2268893060259,1.17972731917105e-06,-59.2821836334472,1.35717088149559e-06,-58.6736546677302,-55.8792224235198,21.6112268155669,3.76151511270009e-06,0
57.6121966603706,58.1226456781138,45.180734152237,8.00026520061048,2.7709391376011,-0.672758463808283,-2.49183104568109,-3.60989507760282,-5.12070347531122,-6.25789666293143,-6.93115786082169,-7.723206882374,-7.98385003502122,-8.94922621731637,-8.9184826950281,-10.0897014902969,-10.3317487533074,-11.0519158069205,-11.1006698782402,-11.755742359269,1.6521126850115e-06,-57.8196033419111,1.82407577222034e-06,-57.389571249604,-54.9848352011663,23.1523875879771,4.82416949397644e-06,0
57.2551513043018,58.2455332340544,46.2685986666809,8.24423613504411,2.87300772355552,-0.656433311697782,-2.49656451701725,-3.67757332089066,-4.69559111822647,-5.94795449799744,-6.90066673445398,-7.69940898811777,-8.13974984648601,-9.18603214873669,-9.13479797191859,-10.4242792417162,-10.708900188014,-11.0965428468656,-11.0700207881078,-11.8044233358114,1.59846840110276e-06,-57.9629594448201,1.77833941726076e-06,-57.4998534512523,-55.0074423013798,23.0093737028334,4.75409001768031e-06,0
57.9499251305358,58.4166559015668,44.8803342557483,7.79450092688047,1.50710016923422,-1.783261889376,-4.30555976512399,-5.98628326664078,-6.91684650169174,-7.93044602824791,-8.91821886001264,-9.7793913310061,-10.181214255001,-11.1445318465838,-10.8309459893639,-12.0424540562369,-12.6262657859234,-13.0708865059132,-13.1021845735525,-13.9065641234069,1.0271302717556e-06,-59.8837447089828,1.16318868000762e-06,-59.3434983287578,-56.6465397899515,21.0501843065766,3.1907876247125e-06,0
57.1356336633387,57.7147752347007,44.9157015022747,8.1929077326062,2.01557581920989,-0.879519417746379,-2.94303624284194,-4.22627381283309,-5.63027082641603,-6.39161334634493,-7.29439855349394,-8.32016046849052,-8.84160506766847,-9.65649121428515,-9.62389178553045,-10.8512949483465,-11.1558631417005,-11.6575281139677,-11.7941041803304,-12.299169465655,1.40239313443332e-06,-58.5313022297572,1.55217798868903e-06,-58.0905847948907,-55.6129001499513,22.4414899181628,4.1473787606665e-06,0
57.4013284783313,57.2483882124004,45.0054779596207,8.02065760760343,2.35458530739488,-0.380561104870895,-2.62505912513773,-3.69393353247392,-4.69752862653172,-5.86286676372474,-6.44431935227226,-7.64561063547877,-8.03096874588133,-8.87012957680513,-9.18079888258346,-9.84911369938095,-10.0908908294115,-10.7031125627171,-10.6379487689605,-11.4607290169943,1.69685959576321e-06,-57.7035409121885,1.84451094144511e-06,-57.3411876418802,-55.0587655313003,23.3099602459771,4.81533596785701e-06,0
57.4036845016274,57.9893915467725,45.1114573593395,7.47694753977077,2.45922249610404,-0.838096851565829,-2.91307413930231,-3.86720953969391,-5.0082456908327,-6.30165966462562,-6.92921857846132,-7.94136409652993,-8.59094950342774,-9.11052236875379,-9.37887004772989,-10.3946958939508,-10.8030261014755,-11.0820970320977,-11.1547931375114,-11.8229241097718,1.57135983530001e-06,-58.0372435176008,1.70657257712143e-06,-57.6787523725963,-55.3688540672607,22.9744049305498,4.47495574846093e-06,0
57.7641526781512,57.9632043598032,45.6748782102745,7.85771173131351,2.34317727948971,-1.00319754172485,-3.15751245756342,-4.39282188955577,-5.86214065636043,-6.74900990232387,-7.22244207142126,-8.44242914918286,-8.87161530516434,-9.81039923082785,-9.96250337093253,-10.5850236073328,-11.1866399279862,-11.6446093357103,-11.67235851133,-12.5025501994754,1.41399277396675e-06,-58.4955280987289,1.57433776636245e-06,-58.0290208619115,-55.5108869580566,22.4619171007934,4.224230237994e-06,0
57.6104745336458,58.04888141806,45.6220346472185,7.47724112370185,1.97186255612161,-0.967497524494946,-3.38008193497232,-4.05250689140741,-5.56371776040724,-6.76878203778737,-7.42678942287379,-8.39705136659319,-8.7676447697873,-9.80574768449906,-10.1282656591271,-10.7532633523892,-11.2144404667477,-11.716005267924,-11.4148472207263,-12.4496712768079,1.41732885063534e-06,-58.4852937237568,1.55672507588755e-06,-58.0778807880696,-55.6647816727649,22.4997215074677,4.1296957654344e-06,0
57.1746843580876,57.8188195269268,45.9781025821521,8.16305061233754,2.18751496077801,-0.993912324714792,-3.51052725366324,-4.80450214169466,-6.03674718587157,-7.13460802068082,-8.1296247903461,-9.16523709006597,-9.13333502136676,-10.4536871803019,-10.2543932506166,-11.4206302535182,-11.9352460711767,-12.4475332725442,-12.5199636320921,-13.1245856637955,1.2093942283702e-06,-59.174321082425,1.40209511586323e-06,-58.5322252346651,-55.6607486808522,21.709299441344,3.92440578233308e-06,0
58.3847788245453,58.3011917732841,45.6374404025366,7.2937325491345,2.16608566446106,-1.44690930110524,-3.61104527800348,-4.56566358766718,-6.03399511613571,-7.09446970140293,-7.80386509920004,-8.76219076320067,-9.02648363997776,-10.1061993150851,-10.4876769731354,-10.9606148328021,-11.435348226247,-12.0548118653171,-11.7532949093455,-12.9847719899836,1.28242230900624e-06,-58.9196893553034,1.41956600908974e-06,-58.4784440813049,-56.0121073422225,22.0539783072451,3.78633569160129e-06,0
57.2892933107183,57.6483512686526,46.0946683348984,7.76629370319791,2.34232495450552,-0.642335517871756,-2.4221771692268,-3.76125243572997,-4.66681827206128,-5.89603304869024,-6.55152782848215,-7.58416795788035,-8.04503276569895,-8.91529107705259,-9.34752304118149,-10.2047872349388,-10.0054988326515,-10.8208493799506,-10.9478411747596,-11.3485785035782,1.69384262576381e-06,-57.7112694219945,1.83172821673182e-06,-57.3713896442004,-55.1345246653781,23.2977120757362,4.75837379365858e-06,0
57.6857791843111,57.6882399621233,45.4051666614002,7.98495418190302,1.52378151230407,-1.06194846734336,-3.46133451324474,-4.59791509603871,-5.96162443392526,-7.03678356191352,-7.6478900177522,-8.82257044960362,-9.02908171778509,-10.1150363459573,-10.2722472176337,-10.9813115855034,-11.5875245196727,-11.9832255722706,-12.2367144379368,-12.5459713664198,1.30238423345399e-06,-58.8526086987882,1.44391516193514e-06,-58.4045832317177,-55.9257310540197,22.1038048469907,3.8565891415691e-06,0
57.6284596443108,57.5324338811598,45.0366008459888,8.47704992168282,2.94484426775902,-0.29080930471934,-2.41739067438134,-3.87458525231646,-5.06442443052728,-5.87979741323266,-6.81339012584403,-7.58729742442581,-8.19434045248394,-9.0854006878946,-8.9073242043932,-10.2378839339767,-10.4685095532463,-10.8285003316348,-11.1448048503504,-11.5890268616382,1.63379901516197e-06,-57.8680137000575,1.80500916532654e-06,-57.4352058847463,-55.001846516628,23.1072146177742,4.79347397830853e-06,0
57.696547859452,57.3021587886828,44.6938738822797,7.39863812443192,2.33761611198727,-0.519643065190437,-2.50506431964254,-3.41980662425097,-4.7695926169886,-5.7358084796695,-6.45779590069018,-7.57053319376553,-7.69512356847089,-8.84329711449878,-9.04880894369165,-9.89090462447594,-10.1092018594618,-10.8936590486411,-10.9194742909128,-11.4760339210986,1.69272071956248e-06,-57.7141468977156,1.82209748250152e-06,-57.3942839186554,-55.2192268615004,23.3195926936164,4.69805373362605e-06,0
57.5462470151532,57.2640975383458,45.4338137099208,7.95910670199091,2.75629680969148,-0.0098747914180095,-2.34992852747333,-3.82680893500269,-4.81236760183375,-5.81760543423536,-6.64418650355557,-7.37325148157699,-7.93640882385933,-8.78875741885183,-8.82557133770803,-9.78183002646417,-10.1628185640798,-10.7496098749018,-10.9607581005665,-11.3339894214869,1.73336539204155e-06,-57.6110987864962,1.91365788282884e-06,-57.1813570124237,-54.7569573627612,23.3617703433777,5.07630943917089e-06,0
58.2400014703333,57.5648129138405,46.7445696853157,7.74200242097354,1.93534444449239,-1.58978161960761,-3.50492724389406,-4.58966196072999,-6.09229737435385,-6.6928094276994,-7.50480479674807,-8.41532685286014,-8.9622119502992,-10.0452255946053,-9.97225225665034,-10.9126994379144,-11.1566600377306,-11.9452562859732,-11.8656747144517,-12.581691284051,1.33641639584546e-06,-58.7405820478042,1.47647557330148e-06,-58.3077373350872,-55.8553902936395,22.2439582314632,3.93232243828738e-06,0
