fft_0.042Hz,fft_0.292Hz,fft_0.542Hz,fft_0.792Hz,fft_1.042Hz,fft_1.375Hz,fft_1.625Hz,fft_1.875Hz,fft_2.125Hz,fft_2.375Hz,fft_2.625Hz,fft_2.875Hz,fft_3.125Hz,fft_3.375Hz,fft_3.625Hz,fft_3.958Hz,fft_4.208Hz,fft_4.458Hz,fft_4.708Hz,fft_4.958Hz,spectral_centroid_norm,spectral_entropy,spectral_skewness,spectral_kurtosis,spectral_flatness,label
57.5610616602496,57.2670046147928,45.7749011177454,8.42218859870391,2.9321420345848,-0.399595980723477,-2.28437899643681,-3.42064516868556,-4.88007039682568,-5.68736139497996,-6.62931280452051,-7.46982832680909,-7.85224868283416,-8.55309218975797,-8.84817914445944,-9.83664086324737,-9.94955595133405,-10.4764792432469,-10.6028777189827,-11.2179478348768,0.0474737548336379,9.0014032183536,0.11085310478188,2.43709650372411,2.88020449813376e-05,0
57.9598168022314,58.0930096094045,45.6430431754672,7.97856767704693,2.98109965022326,-0.512756054448722,-2.43838085033941,-3.87031178213241,-4.99878491521863,-6.14692110087632,-6.69079238089569,-7.90177487848636,-8.10933786717145,-9.04239146586437,-9.23703614958171,-10.4244018907015,-10.7068226187592,-11.0890631648894,-11.2745398543661,-11.7727518418468,0.0476087433024102,9.00074533995151,0.105641057930179,2.39725350022412,2.72856010077705e-05,0
57.9812415561845,56.9066689505716,45.353389605099,7.93246281293433,2.12640456005403,-1.18893990097266,-2.99915614565514,-4.53270441480184,-5.95951465145017,-6.7298427459346,-7.37479581528272,-8.44082804319363,-8.78337116634364,-9.69242519345638,-10.047679372091,-10.8084037775862,-11.2903480292116,-11.8125426011996,-11.8095791785865,-12.4099577973226,0.0477254377812597,9.00352686940271,0.0988567018028833,2.33539225717154,2.44269003033936e-05,0
57.4284246110926,57.975210410793,45.1597000050002,8.38402968044326,2.74222050863546,-0.21326484661758,-2.24345355162908,-3.31961023442933,-4.58543434487435,-5.46775217766129,-6.38847214289836,-7.30959428009354,-7.95076310997775,-8.73999593871358,-8.88570512509206,-9.77311386643082,-10.1749610338961,-10.4032464247951,-10.7733623674654,-11.5349720858447,0.0474146497251763,8.99950010501831,0.114951596602573,2.44756166106135,2.91459639985902e-05,0
57.4215939923369,58.0960758043285,45.6452717262996,8.04745751060764,2.29952317594345,-0.557724260095878,-3.25141315984292,-4.1187172702531,-5.70450750119916,-6.64577815190618,-7.39596002964231,-8.48880449480442,-8.91879989982123,-9.98388427944812,-10.135434286946,-10.9363029980206,-11.1107979164244,-11.8352551183816,-11.9741408611878,-12.5663089606911,0.047426300473765,9.00244889187221,0.115211979033052,2.32337256958486,2.40834433416479e-05,0
57.969975229248,57.2936439043336,45.3124603818152,8.04420657211984,1.74592503513807,-1.35319504187648,-3.56726138278791,-4.98330466705749,-5.85182003002637,-6.80596483269725,-7.72864881169431,-8.65788655298487,-8.74409469753065,-9.97858390422276,-10.0782567121165,-11.1022522503031,-11.8431919707796,-11.9090749837896,-12.0908615502848,-12.5494264358361,0.0473219460169442,8.99917026354546,0.11206602984491,2.3156970054384,2.33828746477125e-05,0
58.0394044344086,58.3221350780183,45.9485018960259,6.77564217693968,1.99838882037862,-0.819458218346102,-2.73377187270069,-4.06596436683905,-5.14586050947958,-6.30957550958618,-6.87773398288595,-7.85094209177532,-8.41723720237768,-9.21429710230487,-9.12067895905042,-10.1767820006547,-10.4721644437175,-11.2300526793726,-11.2440346040745,-11.7146068006453,0.047419127085757,9.00217738747417,0.114221474669523,2.36596613096862,2.64169278990358e-05,0
57.7335326805861,57.324716535936,45.9696413515722,8.06362860243062,1.7352537867343,-1.39982335154705,-3.78809814082865,-5.24286500911479,-5.92344859580982,-7.60891390188575,-8.19546790162966,-9.12797250844197,-9.52085864572423,-10.5394282035838,-10.8068702278181,-11.8403395875213,-12.1736281266133,-12.3931425833313,-12.6225470417541,-13.1420540293576,0.0474758179183616,9.00263430778559,0.109867929640287,2.25790493944873,2.12689233033077e-05,0
57.5125508085398,57.3227905973956,44.6201447074006,7.43220307872268,1.7275757650786,-1.67675129736427,-3.64098869128595,-4.71834220124338,-6.04364708855521,-7.49861044066117,-7.65398222751148,-9.09379490058867,-9.90995242270781,-10.270480605812,-10.4799159862614,-11.2885030100955,-11.9619682803637,-12.3834655730888,-12.4523427478091,-13.0737777087961,0.0476669571881051,9.00299970104871,0.101272950250628,2.2846827919187,2.15405533465083e-05,0
57.8411449690663,58.4852547798749,45.276628966648,7.74241025925659,2.05661957206009,-0.758686954546375,-2.45008523633232,-3.91831841351889,-4.84565072485773,-6.00307380625239,-6.78210710823736,-7.67812978613089,-8.09170715000962,-9.02674351337045,-9.37628400261913,-10.1889927355324,-10.5981634287401,-11.0026703466839,-11.3432653206517,-11.5897192923556,0.0473534605597869,9.00124612914398,0.120153048532526,2.41352653697123,2.73226560667808e-05,0
57.7610949056825,58.0610663498668,45.9553837875323,8.30101175253517,2.77121793085607,-0.261209276113063,-2.5836278632401,-3.91522961946385,-5.49228584043141,-6.35935901470439,-7.21929723226963,-7.99731441180756,-9.03836611738915,-9.31769135277522,-9.3090456846073,-10.5424089559213,-10.6758927527756,-11.0692769734867,-11.6794513190749,-11.9849785055022,0.047353664615024,9.0029641490867,0.121526034428599,2.37592446949753,2.64951745459616e-05,0
57.5477592617393,57.9492221589677,45.4879479061959,8.36250325078483,2.80898784876124,-0.453260491519388,-2.81399283546251,-4.0176929533448,-4.92804114104856,-6.21013811377587,-6.94770060431828,-7.85948605395743,-8.3638046421555,-9.38915687571395,-9.27860584360826,-10.3843442731244,-11.0046498855632,-11.2599492499423,-11.2076347627463,-11.9177638917294,0.0474899101919146,9.00162393143499,0.105803291076978,2.36793628821493,2.66159039596563e-05,0
57.0360433653738,57.6208972573239,45.6424736039455,7.47222524389604,2.25306730377106,-0.942871525654922,-2.71274973715177,-4.28719893872889,-5.38318714687919,-5.94455477782171,-7.0838299522368,-7.95518035520546,-8.25034827159178,-9.33975292956965,-9.50619575884869,-10.4840866016653,-10.7487762250536,-11.169573154122,-11.4320106511606,-11.8987163755929,0.0473141399026128,9.00115575244575,0.118054942371936,2.37743634336536,2.59055126066938e-05,0
57.185078220796,57.893896021428,45.4239854795795,7.29667720216301,1.46774942447248,-1.6403387433181,-4.16801666187305,-5.59462825545443,-6.85661917699272,-7.93797529043723,-8.48799780166372,-9.93677574406929,-10.0355584471202,-11.1674597458414,-11.3289200673956,-11.9710441839367,-12.5564171166796,-13.021772798233,-13.3974366437791,-14.0163747448168,0.0472779585122064,8.99916374394073,0.117903666727762,2.2390721838249,1.92441864706568e-05,0
58.1007669176366,58.2909910507386,45.4870778386671,8.29381465008781,2.82022067406205,-0.393945664511822,-2.76867493469319,-3.58494330332754,-5.15824816238833,-6.20028778064403,-6.76724077803136,-7.90516068656383,-8.56542083369263,-9.22836431245214,-9.49906312822049,-10.364674647073,-10.6563683026252,-11.1744185277373,-11.4002355979078,-11.6999919833662,0.0476198710661859,8.99984768209712,0.101563411174349,2.40190292498124,2.67830480371064e-05,0
57.5684140025547,58.8177781781616,44.8596820750661,8.08115027665275,2.90618504427371,-0.331499544537397,-2.14718474318931,-3.35746161121501,-4.81235873354447,-5.66251727673737,-6.55522331661787,-7.44277089598233,-7.82931496101116,-8.86029356072513,-8.93573674738169,-9.82334655657603,-9.94308206754953,-10.6495705786505,-10.9349790024329,-11.4172539405879,0.0473093625472397,8.99946126430176,0.121146076423553,2.43569272369901,2.86151775489098e-05,0
57.8019911957075,58.511585606108,45.7261298454879,7.9168788075521,2.17770737241746,-0.159492588568216,-2.49474441225002,-3.88131977663764,-4.88107148724291,-6.00683885014283,-6.63618209220087,-7.58133962680962,-8.05930092787687,-8.8979189315729,-8.76373972426008,-9.795584741683,-10.4169198882638,-10.8338063278311,-11.1419389575345,-11.276810283498,0.0474980071861821,9.00020133109793,0.10655900424255,2.43428740073547,2.81174902145395e-05,0
57.6704559733493,57.1764915033093,45.805343342441,7.08072510241478,2.06169054061649,-1.20804577643812,-3.57541124286428,-4.46546668373934,-6.13790672305192,-7.23557757682478,-7.7842298521016,-8.73806067231767,-9.35644937821072,-10.1729851414204,-10.2643532068443,-11.3713421262111,-11.5937314015282,-12.3695656183791,-12.3017905427804,-12.7849437644086,0.0475354970081964,9.00295702452193,0.10542092192131,2.28870713879204,2.23995198427594e-05,0
57.1672555109318,57.0661880138849,45.9537426634799,7.55935206996312,2.04236843442891,-1.02812511814295,-2.84630229270634,-4.48656592152566,-5.52595159108952,-6.34263338832811,-7.54761601431811,-8.34205974612439,-8.36307001520733,-9.65846200585376,-9.58809348023405,-10.5279685751648,-10.9813501192898,-11.5510496084524,-11.6231213279917,-12.2508155743035,0.047417360056944,8.99929650384531,0.111935878829323,2.3521524776784,2.48653838078983e-05,0
57.1756176551291,56.950088306696,46.2774280858846,7.76631848180761,2.32677241231867,-0.71154012178794,-3.57844940087374,-4.36497439976541,-5.91083811577629,-7.14894651457688,-7.53926063524243,-8.96984844967129,-8.74061651021275,-10.2248835618897,-10.5571852657815,-11.2532808596084,-11.7377381700327,-12.2256011285486,-11.8353698759216,-13.0215330974854,0.0474710210676276,9.00098463794166,0.10963045923116,2.28826256878086,2.27009461865074e-05,0
57.9315593997818,57.6125111865205,45.437912127804,8.3763521566486,2.99061288699313,-0.264104694675733,-2.67429845544448,-3.94018722684232,-5.24329552566799,-6.25256181310669,-6.84121627116875,-7.94863966336796,-8.31472938827547,-9.17827919518572,-9.69745607835305,-10.3085853189677,-10.4489539168525,-11.3988162181358,-11.216589826191,-11.8660652815545,0.0473454014294579,9.00261395524544,0.127298720299501,2.39655096317792,2.69031021480753e-05,0
57.7435218722073,57.8896182090555,45.1774937329311,7.76320055695452,2.3393291480286,-0.600510137025446,-2.92343049157468,-4.23214765574854,-5.52657843049368,-6.44301985153228,-7.21534919767934,-8.07295492598861,-8.34836824010528,-9.38409547217485,-9.28459853844762,-10.3986694034258,-10.9372742757441,-11.2738793790517,-11.4655401787662,-12.1494166443385,0.0474766402351994,9.00158526786085,0.10901572925682,2.35842742589626,2.52780973193561e-05,0
