fft_01,fft_02,fft_03,fft_04,fft_05,fft_06,fft_07,fft_08,fft_09,fft_10,fft_11,fft_12,fft_13,fft_14,fft_15,fft_16,fft_17,fft_18,fft_19,fft_20,fft_21,fft_22,fft_23,fft_24,fft_25,fft_26,fft_27,fft_28,fft_29,fft_30,fft_31,fft_32,fft_33,fft_34,fft_35,fft_36,fft_37,fft_38,fft_39,fft_40,fft_41,fft_42,fft_43,fft_44,fft_45,fft_46,fft_47,fft_48,fft_49,fft_50,fft_51,fft_52,fft_53,fft_54,fft_55,fft_56,fft_57,fft_58,fft_59,fft_60,label
57.8888249466032,57.264029156148,57.2815401484726,57.5488278876852,57.2164687267642,56.6431082569567,50.7110305402718,32.3165877201409,12.5490630396134,8.39923988017699,5.2845062810204,3.23442505476126,1.95076797798698,1.15495811022878,0.629289714339508,-0.0109636479115157,-0.862844238059988,-1.67480627163765,-2.46459946801647,-3.32066564397293,-3.64731711141459,-4.10611184164428,-4.45678257963991,-4.32143282863023,-4.91747745471416,-5.64022041243267,-6.26464846105098,-6.48142846496614,-6.58630312700721,-6.76304290423693,-6.77815228904366,-7.20973411928137,-8.0038569075217,-8.30703204178962,-8.48702280387805,-8.49558815407252,-8.47299315280284,-8.77031860840222,-9.07111212923364,-9.43746713482995,-9.9059763899189,-9.91958244610435,-9.87557922072356,-9.98075871518781,-10.1229283505014,-10.5348879736094,-10.8373463470094,-11.0507873335683,-11.1142668900313,-10.9094698186267,-11.0140353756659,-11.160433773949,-11.2793650746959,-11.775654230644,-11.9721383198027,-11.9329457759028,-11.9709742437239,-12.1165102837675,-11.9404060965166,-12.0813115308466,0
58.2057594224025,57.8138233900532,56.9660906538277,57.6070319140988,57.3385192534453,57.280671123645,50.251903058604,32.4182226108213,13.3121892091725,8.58305608133666,5.62000241574264,3.81666126707261,2.51143333999755,1.68930283666422,0.935013563610038,0.540694308273947,-0.474868560177947,-1.31685359113392,-2.34557298958078,-3.00811314350453,-3.49961752247495,-3.78451652204247,-3.98817191599525,-4.53168870304662,-4.95600364490405,-5.81145174706908,-6.11905304778594,-6.37068597383809,-6.47708541139197,-6.74654033394302,-6.99334082677289,-7.64284591609199,-7.86861594450252,-8.25765766745939,-8.38130690840464,-8.59595250355745,-8.35529917924673,-8.84437402946164,-9.24469460491482,-9.44767057277656,-9.81647939593571,-9.94146630691965,-9.96885164934209,-9.64264068180947,-9.82676512566453,-10.4766373285084,-10.755703623196,-11.0330809370032,-11.1238672452241,-11.0854354098458,-10.9135434820417,-11.1820904651233,-11.5480599498523,-11.7085292140845,-11.9838013818302,-12.0602498672419,-11.7944534767421,-12.0522641033369,-12.0612115922671,-12.0819171807523,0
58.0798165402385,57.6138668742946,57.5101402901652,57.4531164916414,58.4412248220647,57.5965121628121,50.9774810725895,32.7600887662077,12.4784933365293,8.0536223462479,5.42974919846761,3.45324903275063,2.12509009041772,1.32983284264048,0.863642250702596,0.283698249638981,-0.530479600045566,-1.30998337561796,-2.17812395028833,-2.93544381605365,-3.35685945763398,-3.31409102581166,-3.95253813922884,-4.17073895897958,-4.50829860725887,-5.23873712249973,-5.8485589980353,-6.14475223765192,-6.35749937145638,-6.36102882839706,-6.59540238455352,-6.85706207842324,-7.5770838755121,-7.92093863146948,-8.08792756925953,-8.26289582821926,-8.18509550781376,-8.43432560139702,-8.87812319131452,-9.14935769059506,-9.4666131489331,-9.62464082270102,-9.6293866942852,-9.49334932726311,-10.0170049517133,-10.3134840567697,-10.3842627438091,-10.6143356019386,-10.6575821163342,-10.8128993940975,-10.8323829334443,-11.1592936104703,-11.0532659618414,-11.4340835144188,-11.5766172559334,-11.6239713889063,-11.5739352772974,-11.4289991615332,-11.5367762529006,-12.032606044183,0
58.4150617533082,57.7101130875823,57.1928693487657,57.3975345586039,57.4859336730267,57.2926525251182,50.8657687417667,32.1026824656425,12.2647304337984,8.99806945186326,5.79924370529829,4.04391933811337,2.85285967370723,1.97066169889605,1.48106382825141,0.489568391816597,0.0700562981227178,-0.933799396394179,-1.73536238026772,-2.42374636793657,-2.90702826277084,-3.36352944291902,-3.49886541821145,-3.93505433937808,-3.87811076475076,-4.81739024596209,-5.38535776969097,-5.71643858763586,-5.82644578897109,-6.14603139738499,-6.18392893890004,-6.53602195693913,-6.96165895823652,-7.43734573779585,-7.60064045898327,-7.7824279446042,-8.07819780073381,-7.77968928834861,-8.35277672162888,-8.6243836515511,-8.9654348007985,-9.19081260212697,-9.02367043460292,-9.12370561970264,-9.17288030277737,-9.58073862156257,-9.88056837859211,-10.1794940628516,-10.2549000794329,-10.313546360433,-10.4069465643851,-10.4216181674347,-10.4606112403855,-10.9593252397027,-11.1038046293986,-11.1193249183829,-11.1138577619012,-11.1527945159433,-11.1150989319391,-11.4434085717796,0
57.4893441585885,57.4272584950108,57.1879531084574,58.1486471050823,57.2598672372094,56.2300402511774,51.3605831558641,31.3868895494907,12.787408619382,8.43148939885012,5.15106621679795,3.48262930412029,2.17759834318991,1.42138667908364,0.798002829996055,0.699913337009096,-0.384974833467744,-1.40622028066981,-2.27914700714859,-2.93363012906183,-3.30029717020513,-3.73383022661743,-3.88541134793547,-4.13041909053871,-4.70971920157204,-5.34946477391631,-5.90946202341352,-6.30639645593209,-6.51480162075686,-6.58264244425559,-6.88329659445001,-7.10275566050761,-7.56785637167823,-7.94807932731982,-8.09748653193674,-8.04583864984138,-8.20061117863897,-8.59836085286664,-8.78350316045275,-9.39139972224129,-9.49893235924324,-9.63732524638872,-9.68564816735679,-9.62049687173134,-9.94083761877746,-10.1500219383949,-10.4347969461484,-10.7177689678974,-10.7588504492268,-10.7523466671387,-10.5988190111325,-11.0699139128577,-11.1521711058782,-11.5006815646647,-11.6257744648382,-11.7385957698264,-11.4937576355815,-11.492114425703,-11.6202517131105,-11.7952570398304,0
58.1212118147136,57.7648514369843,56.890012501648,57.7621497284437,57.0021874950266,56.8182514864157,50.8343046265069,32.0815510008681,12.4035956482912,7.9984214652761,4.32096522858721,2.66597115081294,1.42907013236096,0.525940728271929,0.175300586470067,-0.959761436498195,-0.806229076458107,-2.0769296237071,-3.07173053891083,-3.84415206894273,-4.17324640765255,-4.30772853198133,-4.56154313316606,-5.29860199835945,-5.6083154862617,-6.24343039956505,-6.68937376872602,-7.03329260433397,-7.09559669766596,-7.20691256467909,-7.51748316913096,-7.98821770491694,-8.28339777966065,-8.78188600081353,-8.98167069431419,-8.97108136227419,-9.00168158889559,-9.1500954220949,-9.68206365798108,-10.0974984177171,-10.2977923138771,-10.4210202802768,-10.3702741845563,-10.5443582787976,-10.4781885473234,-10.8879904222577,-11.1791351573528,-11.5026627174348,-11.5328542028872,-11.6863524442137,-11.3910489741358,-11.7783606431656,-11.8316215975207,-12.0926338666302,-12.4290107136173,-12.4119056063283,-12.3452713531619,-12.0794793362582,-12.4042495763913,-12.6874669875711,0
56.7006421357193,58.4024463250593,57.6429451767148,57.4930323942299,57.5255999338568,56.8682940442637,50.6054315284373,31.9576690086297,12.4873509968507,8.25032023173342,5.35787112667351,3.44497204022448,2.22897776912084,1.634445918677,1.00402253832837,0.267808096639998,-0.745706056765365,-1.62122453204069,-2.10756799152351,-2.89596749672208,-3.39276884385848,-3.4809253174825,-3.62770548661145,-3.83466986221799,-4.73639029834064,-5.4957678563284,-5.79062730958017,-6.15025897588996,-6.11433799718464,-6.4436171129528,-6.41607069607871,-6.87628385240491,-7.52005960550087,-7.86088572088339,-8.10403164789046,-8.07380274692591,-7.8785211191098,-8.2295939557844,-8.61054087709764,-9.05034186978649,-9.35702442489437,-9.5534737695247,-9.47833290240062,-9.56422568891849,-9.84694307998662,-9.93341154661986,-10.5360237458385,-10.5648580775506,-10.5698811263182,-10.7638057505826,-10.7959876235827,-10.5093417703453,-11.1339818565014,-11.2064201524942,-11.5131315967449,-11.5206206865161,-11.3787697721061,-11.4774956868677,-11.8229088470801,-11.8776043039889,0
56.9239951478081,57.7951882704731,57.3105690826534,57.4727107108824,57.7702247306388,56.9587264367796,50.9058639213953,32.6072194757963,12.9472598413189,8.84595361126576,6.28954983319322,4.15259496761831,2.87085797491159,1.93089945269884,1.37627429206378,0.701669935534137,-0.168805401560963,-1.18135608539922,-2.06915887015586,-2.79717170914291,-3.16020593935053,-3.43435636951191,-4.02115740460004,-4.21915561632423,-4.77643250652593,-5.35320993454501,-5.99741107222969,-6.25475333645184,-6.35207473651849,-6.27625758872066,-6.90978177390138,-7.58519449664903,-7.62254944449484,-8.13595628361648,-8.36783942956423,-8.42265274528704,-8.47457519662587,-8.57954875844463,-8.98583022978221,-9.40085686512663,-9.76384995933082,-9.96032756101626,-9.93992331313411,-9.94357011844309,-9.88288658341527,-10.27843734905,-10.7300993097913,-11.0198558451488,-11.0237494866987,-11.2344562639554,-10.9652761925907,-11.2782052941196,-11.450367938573,-11.8475529635704,-11.9346822228393,-12.0534921993909,-11.710885731315,-11.8262674042831,-12.0227575343175,-12.393316233702,0
58.1510446365375,57.0241535982273,57.6161081603785,58.0084058392141,57.5174061251699,56.6964924426097,50.7886882144556,31.8621758704531,12.7203642080953,8.35563353627024,5.07841673863258,3.42527067593362,1.94328295563266,1.05291866981847,0.166567584351251,-0.250302762062555,-1.26497605907642,-1.97778969930676,-3.05381099320728,-3.68056926875644,-4.05250453326348,-4.32977507107293,-4.29370060927635,-5.09583272396007,-5.5519054608666,-6.11079090695709,-6.79283810445737,-7.17775324568471,-6.99285933139216,-7.02160198556589,-7.65094947331183,-8.05654355765993,-8.42622183574594,-8.89212037534224,-9.1323971544194,-8.80858727207288,-9.21894659504923,-9.44880160070225,-9.87070547025987,-10.2689890694781,-10.470731696316,-10.5892188772302,-10.4526235489586,-10.6316895665657,-10.9741084026205,-10.8437857609361,-11.457519377166,-11.6928387815027,-11.7436189591718,-11.7727974690655,-11.6088117259611,-11.6990663230533,-12.0124057929201,-12.5368331822224,-12.649770669516,-12.7891919961135,-12.4183373155232,-12.2751401884004,-12.6397629270235,-12.921619682598,0
57.0176087139898,57.648297390628,57.5438994997528,57.7172006481924,57.7268296612398,56.622263739707,50.7578880475591,32.8626899127532,12.2422666039818,7.60841666730797,4.36506505687967,2.79481287200297,1.43548794132472,0.714906113788053,0.361151375735511,-0.330285266889002,-0.877130933426608,-2.21735682906599,-2.77607852170113,-3.57329327056806,-3.86046044830637,-4.2354904676385,-4.25269276312262,-4.86550691655188,-5.37016489405807,-6.05384448613485,-6.43843361233897,-6.72988500590571,-7.04822988516316,-6.75729927448801,-7.40136298359925,-7.59218190161339,-8.18640611221656,-8.50119440390051,-8.7023442658613,-8.8209565017488,-8.75143103878694,-9.11760390433201,-9.33635508611495,-9.73891844107352,-10.0356217344096,-10.1993031370724,-10.1693733020088,-9.98434656807852,-9.97177219795183,-10.5949937174963,-11.0957309011727,-11.2190878814626,-11.2985252378964,-11.2043291060134,-11.2828242679331,-11.5018173727251,-11.6112296493804,-11.8091122587463,-12.1568928291357,-12.2743224755214,-12.3706373511515,-12.0289021223208,-12.2992800282286,-12.7323764829964,0
