fft_01,fft_02,fft_03,fft_04,fft_05,fft_06,fft_07,fft_08,fft_09,fft_10,fft_11,fft_12,fft_13,fft_14,fft_15,fft_16,fft_17,fft_18,fft_19,fft_20,total_power,max_power,crest_factor,regrowth_power,outer_power_ratio,shoulder_power_ratio,adjacent_channel_power_ratio,label
57.9313314189981,57.6871852456781,49.019822500317,8.3651541705299,2.74451653500115,-0.317697540155783,-1.85207975058815,-3.2221034503337,-4.9852174059846,-5.61177166709391,-6.6397973490198,-7.70079302837486,-7.85766396797694,-9.06100642727125,-9.59320601337505,-9.74618663005914,-10.1830043300343,-10.9684734537567,-11.0844788688889,-11.3872432258882,271525053.433936,740956.074287807,2.38070883588916,211.185429785368,1.13939623541542e-06,3.78812265739721e-06,3.24343545103739e-06,0
57.8311059816491,57.2551042858435,48.0458179840133,8.60762675720444,3.24683957181154,-0.431939344740928,-2.49942624633274,-3.66660807560062,-5.5721575948845,-6.25866300716638,-7.33111594521395,-8.4459722002652,-8.99544722911121,-9.64570132077431,-10.4008209517356,-10.8387819523946,-10.9420865635345,-11.8088296613907,-11.7147889742019,-12.0442322815992,270670494.59014,729289.104379878,2.29169916041049,177.907840419732,9.68800764978701e-07,3.62310953435989e-06,3.14461309361613e-06,0
58.2002733764715,57.7830555182816,48.5477481987243,7.54455685599268,2.61363319283448,-1.16719409782014,-2.75897381952953,-3.97587224502868,-5.60526360359776,-6.46349367454272,-7.07122375764802,-8.29438148071614,-8.49906527512645,-9.1574988489975,-10.1924284806434,-10.3851672553882,-10.8496199618492,-11.5454712220014,-11.5666323074091,-12.0708294166655,271782631.132265,765828.169438924,2.35213422000677,186.078119929183,1.00063116465461e-06,3.1906218236364e-06,2.71908262977416e-06,0
56.3828197399013,58.2370331738889,48.4743749609819,7.92562021148959,2.62114592283421,-1.01221772470737,-2.43389530509894,-3.93828480358421,-5.65509981594827,-6.57926640766147,-7.28818146665398,-8.4229345662834,-8.87939258931307,-9.53101864801313,-10.3501770718388,-10.6138716144427,-11.0152660157251,-11.7194653036131,-11.4952414735395,-11.8189452386351,271728365.281205,777123.445704098,2.23743758088853,179.405479976437,9.6814632220312e-07,3.2605887160888e-06,2.79595944426362e-06,0
57.1006118723574,57.9261188614102,47.9534130862121,7.87704919957455,1.51095962751113,-1.96292587145244,-3.63740290556209,-4.83642779382134,-6.7224576773486,-7.37195859261817,-8.01055871139689,-9.50855763832336,-9.47972444971245,-10.2901374976266,-11.3855958323143,-11.4770896362275,-11.9298062474455,-12.7586794453289,-12.6770744273086,-13.2279296527388,272054079.676692,798579.682446149,2.38047295232322,143.738429176936,7.75209529464735e-07,2.66164672051858e-06,2.28824373270812e-06,0
57.8954000044367,57.2549771710201,48.5192807522591,8.37852525319502,2.4628310564116,-1.18208716151476,-2.36725215182165,-4.31234051369109,-5.94200559245906,-6.91454798814389,-7.60564656036487,-8.79158812628839,-9.07933295841126,-9.82507702471187,-10.7096387583034,-10.8931084965043,-11.3906942423743,-12.0636660576044,-12.0364615840406,-12.6559269991709,271252127.170726,761633.459565275,2.38843574294984,166.262426310408,9.01101933997947e-07,3.14726577947563e-06,2.71115216311718e-06,0
57.4537062515326,57.9034978226447,48.6262869796142,8.32932553716154,2.67969972264154,-0.199276270199226,-1.91377305144791,-3.04530802189701,-4.81002185867027,-5.70118069104837,-6.52932295810453,-7.51684784491316,-7.90652342535919,-8.40175303239141,-9.42531929398438,-9.49677193728276,-10.0539186951976,-10.7786403432558,-10.6129455463398,-11.4754527318365,271510522.22862,772747.144549468,2.32499151368731,220.582588835487,1.18904167689802e-06,3.85347496043675e-06,3.28889231769608e-06,0
57.5680985239175,58.0143446305635,48.412862047323,8.1788158445776,2.82395430455743,-0.769250104132876,-2.38276308149702,-4.311287648111,-5.51531382222513,-6.13876741419747,-7.11737236316097,-8.28330801056361,-8.79438628679504,-9.29337515462886,-10.1936226423287,-10.5640488349927,-10.7503619219696,-11.5639128053142,-11.6702075929613,-12.1747241091039,272536387.858842,791422.871819065,2.22294878795778,185.978860222684,1.00120508780302e-06,3.4163989425373e-06,2.93510820323519e-06,0
57.7963761069473,57.3537697036003,48.1642622184167,7.30743378076829,2.38438604592005,-1.03446914763234,-2.3795969032314,-3.81514940513232,-5.5999558872931,-6.40282175738799,-7.01359488861924,-8.25854335380724,-8.88477542258431,-9.11028606227183,-10.1087294426143,-10.4102096359108,-10.7475841780224,-11.4469202744077,-11.3049708438655,-12.0110480236258,271598455.177794,798846.651966398,2.42591634437676,189.123925504476,1.0180668758994e-06,3.25192921917262e-06,2.77169969491452e-06,0
57.0948635565266,57.4301910970412,48.4641794438839,8.18047429570973,2.34469974137978,-0.75536756978092,-2.15822209849831,-3.8879526092195,-5.34024972938699,-6.045047851496,-6.89316492001849,-8.15381212418195,-8.28645206332351,-9.17405540880971,-10.0184020486155,-10.2704389100349,-10.6751846917475,-11.369113640947,-11.2165459237276,-11.8067172871054,271640462.655366,781945.541040993,2.23248306805132,192.960976828077,1.04005020596827e-06,3.44454602612351e-06,2.94899020058154e-06,0
57.8772672709207,58.0966534774911,48.6527928359179,8.73038759151617,2.88425113538087,-0.414337025413182,-2.03874945015476,-3.56246236243781,-5.33361785388912,-5.88591082975345,-7.12698702016446,-8.19343342059312,-8.83494460895337,-9.46132870085691,-10.1014139003477,-10.5461200878074,-10.8730378805072,-11.4883194823402,-11.2258851081506,-12.1670390008333,271992796.288337,770103.371442556,2.38758483298423,189.537966606211,1.0239355028004e-06,3.63245761222637e-06,3.1337078110132e-06,0
56.8889349657535,57.4192514369911,48.4976722531156,8.64268400639029,3.1469771854108,-0.159946720537552,-1.93968497323982,-3.45638176210951,-4.83263125122906,-6.00276991594576,-6.53083992135536,-7.58916792413147,-7.82088385500689,-8.84297914010854,-9.49991873713717,-9.70280201240657,-10.1361538330423,-10.9025400228953,-10.8477711485422,-11.4754255423704,271383782.124449,737435.319879617,2.52071111915615,216.433810731201,1.16801407334066e-06,3.89720381628728e-06,3.33778139198235e-06,0
57.2442796578839,57.3597899812197,48.1727417777402,7.72425558799888,2.69942357320213,-0.923101905314891,-2.42169943531731,-3.79695767827996,-5.69192350302201,-6.39773615571449,-7.24862212896178,-8.43394565752658,-8.84808533607513,-9.2286975130674,-10.3257632538874,-10.4197385544868,-10.8775198495578,-11.7072466072681,-11.2862657006236,-12.3545877645079,271357204.500568,763712.771232946,2.16083737800143,180.052458075858,9.73777209290481e-07,3.30960612951229e-06,2.84190987734543e-06,0
58.0922431835772,57.7711209050754,48.565793007201,7.74104956405778,2.39043225474008,-0.601445575488604,-2.24116748661956,-3.31020638317141,-5.30113401653689,-6.13143343493902,-6.81034893254761,-7.99960163161689,-8.37979312835091,-8.95171939454136,-9.91794078651904,-10.1119042601124,-10.5820362015469,-11.2459279367048,-11.2106219999431,-11.5994789497468,271418996.50696,778686.92776793,2.27090431890009,197.606541635478,1.06656353308192e-06,3.52519181934665e-06,3.01636310585023e-06,0
56.186266940629,58.1748578096625,47.9431883752339,8.40668555485452,2.85272831228623,-0.426434477796128,-1.81050701950536,-3.35642620615753,-4.9720663933655,-5.60909116224673,-6.52186413480836,-7.68244023509501,-8.02898387404044,-8.97235404996668,-9.58449953080114,-9.7355889234565,-10.1441799796158,-10.9061935471074,-10.7009291266418,-11.5979918310022,271786985.389241,806678.034322641,2.56090343067917,213.560456266424,1.14969359030234e-06,3.6914920416313e-06,3.14669284575702e-06,0
58.5953698918144,57.745146945451,48.1547814357018,7.89510805372838,2.85012906477448,-0.522121995557329,-1.96616265561726,-3.26624466047236,-5.0064646572134,-5.89350388418885,-6.79305377547362,-7.66101463753368,-8.30599664532965,-8.42815595399556,-9.54775393390576,-9.88304928616258,-10.3795855926022,-10.9235730945695,-10.7400209453122,-11.4333057285916,271484708.841277,731021.293298983,2.28427795313635,213.573314325236,1.14935343772103e-06,3.62559569120627e-06,3.08436876259499e-06,0
57.2243148837173,56.8024365979734,48.6800217943232,8.22778468189295,2.86795189572349,-0.50991653049832,-2.12267626374359,-3.89954975820483,-5.3100196803132,-6.01386094587306,-6.80034218589324,-8.10817228427333,-8.6617239191482,-8.99252059560528,-10.0260645088813,-10.3663372701846,-10.8680984689312,-11.413444852305,-11.4642954671838,-11.9608376673391,271245634.051014,789329.784990665,2.35311150023488,192.70722258967,1.043454603197e-06,3.62049332366539e-06,3.11526184038954e-06,0
57.5176070871403,58.1304178488249,48.3884437891874,8.04868099746058,2.74146112439698,-0.840980607669669,-2.31941294546557,-3.78513860070011,-5.42946128290182,-6.07199433494411,-7.08937402827779,-8.21437161699386,-8.66779315940559,-9.39960203710799,-10.1223337144136,-10.312317194213,-10.7578006652656,-11.4885143177851,-11.5983042986548,-11.9933855622087,271364356.586079,750498.138439741,2.16813036356359,189.015033136833,1.0197271583895e-06,3.37661541463278e-06,2.89007798180578e-06,0
56.6983296307264,57.6583397139897,48.0703164010467,7.93116550893287,2.82523448769345,-0.585835615608801,-2.24588435925215,-3.69752014463025,-5.25367969869302,-6.01641504227564,-6.89374819772837,-7.98004711706095,-8.50065889375102,-9.25424949145347,-9.86305575121939,-9.89542706995655,-10.4338342620137,-11.2105008964152,-11.3322763500536,-11.8408070965602,271180500.213575,735282.630515223,2.19229977115463,199.777259772401,1.07874967315246e-06,3.5623096593416e-06,3.04785814791755e-06,0
55.8164664761789,57.4577225521925,48.460800621195,8.66636478970771,3.32039648951064,-0.19405740864815,-1.67817174724799,-3.19789390744071,-4.84182967213095,-5.75431139573473,-6.68491230718494,-7.55336902228762,-8.03867451340224,-8.80102245403178,-9.48151236642316,-9.77567229057572,-10.1407971508848,-10.8638446473864,-10.9529038019211,-11.1223145605032,271175208.97251,756003.293988026,2.26326598084947,217.298073240406,1.17353156719531e-06,3.88234333017761e-06,3.32169400305475e-06,0
58.6487455349894,57.8113891468539,48.7942754609745,8.24295914483496,1.82219947852882,-1.47193179440547,-2.72775481445963,-4.25852178625366,-6.02983390639367,-6.88647151828826,-7.84594354626568,-8.85259581556509,-9.17182574783568,-9.93216450292839,-10.727335589777,-10.8712789990249,-11.3624356028253,-12.0487172184908,-11.9320216043345,-12.3302740992934,271528685.925059,869472.83921379,2.40943068408489,165.408335741152,8.91996608673877e-07,2.97413048067854e-06,2.54882093226867e-06,0
57.2962676025624,57.9882187354108,48.2384426634614,8.32946473186429,2.91999154535919,-0.230025566768919,-1.85594018662349,-3.29184303886325,-4.72593845770527,-5.7167724920212,-6.35888890486121,-7.47496468614719,-7.72722114991699,-8.55086315537095,-9.35998006370985,-9.77866796300913,-10.030194804326,-10.7010624114208,-10.583921150673,-11.0511912113454,272238322.343434,730521.020655551,2.25883098887704,223.597831608233,1.20108290333946e-06,3.84754845689211e-06,3.27936936831342e-06,0
56.9802341333637,57.6906023952099,48.3849464503252,8.42077694478659,2.73142206272823,-0.657379868063074,-2.19257612501494,-3.76455810374276,-5.49934049962086,-6.39879563162941,-7.26138520515451,-8.28585229576665,-8.72801251921129,-9.41313579658923,-10.2004461001321,-10.4326260443967,-11.043768002775,-11.5425436033213,-11.3956365275849,-12.0200451985749,271412830.477167,749725.709100671,2.40126980312211,186.252418788879,1.00756851546597e-06,3.51234580306977e-06,3.0249673189155e-06,0
56.9268974172547,57.4272568481122,48.5175952106362,7.76992164558942,1.94831670026036,-1.52692053196082,-2.91194138612209,-4.41309051674983,-5.97205150335163,-6.66388944346599,-7.59102046100407,-8.66047607941281,-8.79006904225269,-9.42724610212098,-10.5193898054162,-10.6391770006977,-11.2720193912592,-11.8640284924855,-11.9514652293483,-12.28149931384,271212886.66476,750973.681286255,2.13890194665243,173.099426559194,9.32945571720915e-07,2.95574299583891e-06,2.51551686682449e-06,0
57.2316658196739,57.846390216414,48.2238094080517,8.09610046314881,2.32086938567176,-0.662590421204613,-2.37690014170606,-3.56464417512204,-5.36965440953323,-6.27153688801645,-6.9892373727764,-8.15998165422229,-8.45572673916158,-9.12913007524124,-10.0538038866749,-10.1379710340359,-10.7204855865226,-11.3780707282969,-11.2878696830239,-11.7574184867956,271572200.243157,725127.370625828,2.2635155170967,192.033470278269,1.03591197129329e-06,3.47431332915223e-06,2.97850094199252e-06,0
57.5699936890117,57.5406166189995,48.8527068943173,7.96340586631713,2.17692869442193,-1.04479534102589,-2.93783663135993,-3.95978057159542,-5.79003863645443,-6.70247417921102,-7.2580353006003,-8.56290365509749,-9.13406945612439,-9.53479203074715,-10.4992229346915,-10.6265462050302,-11.2158786021406,-11.8217110097679,-11.9274183906,-12.4152558127388,271642345.317107,749742.169399783,2.38512792280258,174.810379391005,9.43668191507278e-07,3.21348953840117e-06,2.75955342363411e-06,0
57.1526616968374,57.1354893082903,48.6889780319262,7.58541399299186,2.44250500445846,-1.04123500318279,-2.50481474558609,-3.78303515593235,-5.68814868583838,-6.18276023706716,-6.96666649490216,-8.41432634180689,-8.56975673468861,-9.53637626753227,-10.3022971437305,-10.4311102324612,-11.0637015184128,-11.6329214394476,-11.6783836638824,-11.988424691974,271625724.280241,765806.942055892,2.25613297196378,181.964692019363,9.80692668942944e-07,3.23001376144766e-06,2.763000452184e-06,0
57.3736883961309,56.7625704344623,48.7364699778166,8.20194246641474,2.32442814874764,-1.47797475804781,-3.36677784710194,-4.70376968983131,-6.47622726957271,-7.26415541873092,-7.85372475453123,-9.27534002609555,-9.78126696034843,-10.3831879471507,-11.2369002309787,-11.4000793662722,-11.8506385326562,-12.6145488278475,-12.265342426323,-12.8890745871391,272778132.28568,828277.112377415,2.47599262346867,148.063414227467,7.99061915251465e-07,2.9108063581896e-06,2.51972095826716e-06,0
56.656652649736,58.2174563827718,48.8903651533618,7.99082208502864,2.10821379078886,-1.52335673435795,-2.82043890798108,-4.60168870661913,-6.23098938713253,-7.02280483497638,-7.82055624795503,-9.14741331850863,-9.4943115944745,-9.78611367590686,-11.0240115957249,-11.0059678730176,-11.6364010509662,-12.3896739932417,-12.1173867645114,-13.0441256620279,271285897.340953,762823.648181229,2.31602405842564,155.64806643785,8.4296032778451e-07,2.94709870023308e-06,2.53902761859705e-06,0
58.2044277480023,57.7641685352153,48.6696941151463,8.20314192272984,2.23479847110632,-1.28201513641542,-3.05218987298714,-4.03990702627124,-6.09005320527516,-6.7062082316274,-7.52843941990606,-8.86258389763067,-9.30136928709478,-9.72429293466613,-10.7630523022916,-11.0414992065291,-11.2819429670539,-12.1390998329768,-12.196119518861,-12.5588067613148,272481683.881786,790476.85715531,2.35372173087021,163.695466450724,8.82728821574151e-07,3.05709275617404e-06,2.63084314949033e-06,0
57.2838298623181,57.9611247096547,48.6334291580894,7.9057728236958,2.00115184760661,-1.13829015006574,-2.5365618893126,-3.85323295257749,-5.69117138623851,-6.26236928590441,-7.45251918489789,-8.42067809711952,-8.54159927167176,-9.38632423654373,-10.3130366058274,-10.580897447991,-10.7487059580845,-11.6460961080331,-11.6902668664874,-12.0567945272026,270928242.484913,760195.231882801,2.36684587817572,181.379746383362,9.79656888536462e-07,3.19507524744391e-06,2.72972025777199e-06,0
