fft_0.042Hz,fft_0.208Hz,fft_0.292Hz,fft_0.458Hz,fft_0.542Hz,fft_0.708Hz,fft_0.792Hz,fft_0.958Hz,fft_1.042Hz,fft_1.208Hz,fft_1.292Hz,fft_1.458Hz,fft_1.542Hz,fft_1.708Hz,fft_1.792Hz,fft_1.958Hz,fft_2.042Hz,fft_2.208Hz,fft_2.292Hz,fft_2.458Hz,fft_2.542Hz,fft_2.708Hz,fft_2.792Hz,fft_2.958Hz,fft_3.042Hz,fft_3.208Hz,fft_3.292Hz,fft_3.458Hz,fft_3.542Hz,fft_3.708Hz,fft_3.792Hz,fft_3.958Hz,fft_4.042Hz,fft_4.208Hz,fft_4.292Hz,fft_4.458Hz,fft_4.542Hz,fft_4.708Hz,fft_4.792Hz,fft_4.958Hz,label
56.8610926194633,57.7249270644358,57.8220355606698,55.1034869531647,45.2522769916813,10.5587790751585,8.14278167432693,4.42440760170706,2.51250686837957,0.103368191778597,-0.488567603050684,-1.77809476731085,-2.01047073932666,-3.7045465455093,-4.06407279010798,-4.54134204329029,-5.04186375850913,-6.07054120650594,-6.37492177945316,-6.56106125041758,-6.94997874991756,-7.63116584033499,-8.12942561706523,-8.43025440078908,-8.41331361543505,-9.12264389320105,-9.42839623679366,-9.27994733259768,-9.74106100194724,-9.91509594123043,-10.4696817709466,-10.5042677980563,-10.6263879539779,-10.868907251543,-11.3086290048562,-11.4586701073826,-11.6178178225266,-11.7671765634653,-12.1979720769625,-12.1736448623579,0
57.9713463390497,57.4914555022549,57.4412550597111,55.543923907869,45.7457024603981,10.6220769919159,7.89600799496383,3.88693216955944,1.81322955920932,-0.432823492023911,-1.01288698378733,-2.57777633911739,-2.37201232986932,-4.3942030559799,-4.88031670200129,-5.37888314105461,-5.30796378855845,-6.77032760778236,-7.2624887381943,-7.23720511590844,-7.62284599958471,-8.8499345151359,-8.98978313343882,-9.15060210810653,-8.52409584102235,-9.92766650763424,-10.3223849913566,-10.6708118874116,-10.5852289373904,-10.9467496634268,-11.4333470560505,-11.571387666375,-11.4188587290227,-11.6460547642575,-12.1477143070017,-12.3520497157565,-12.3266185721393,-12.7557655024609,-13.051716761695,-13.19973743627,0
57.4171679353139,57.4092416802094,58.1323827365155,55.5589909823706,46.1071184381843,11.3368773335143,7.921338423504,3.89456377539012,2.90920586432956,0.174133421463051,-0.538426158444938,-1.34430371102676,-2.03752431502987,-3.588431008541,-3.99041232814451,-4.25220843907124,-5.08565598877422,-5.98512431863928,-6.33726823029322,-6.2333852501297,-6.74670239938797,-7.54674422768492,-8.07419746983267,-8.33328432455035,-8.50773480250086,-9.03032220995489,-9.43247917593727,-9.63644614535626,-9.87698206665955,-10.4243359271948,-10.4797068257766,-10.5015788745116,-10.6826790739814,-10.8896109901493,-11.2051713548192,-11.4581543162314,-11.2588797052993,-12.0449260306999,-12.0159060409019,-12.2456781624208,0
57.6349833384045,57.4890055585901,58.365579964234,55.881074142331,45.749795803976,10.8716914175092,8.27278465057786,4.49977637745823,2.70343481358969,0.277626689163187,-0.385508933400725,-1.15640862652304,-1.6385802600991,-3.54277904129813,-3.90574412789115,-4.41561212021366,-4.77584624110616,-6.06145259711284,-6.39816540601014,-6.7585362832912,-6.59189757027556,-7.69138945485073,-8.14370638400319,-8.43691181247892,-8.66420691314609,-9.16207397595631,-9.46451204260845,-9.67824310219201,-9.26101561571465,-10.0952440911922,-10.5075239288466,-10.845663617721,-10.5985012160115,-11.1778673380523,-11.458692811405,-11.5423799468776,-11.6413913556298,-11.5116698151315,-12.0367515385642,-12.3510854320657,0
57.0990046517476,56.8442582747942,57.5650168138851,54.7466563180045,44.3963327710924,10.1818406083986,6.87687116479685,3.64009181288457,2.0702023861942,-0.159212225145662,-0.836148707331515,-1.32590042417153,-2.21987412754366,-3.71879068836857,-4.01537603719042,-4.26001418418757,-4.88508438204815,-6.0417333981138,-6.38101506149848,-6.84922257597112,-6.63173684431912,-7.80306721702615,-8.08802456252977,-8.38669282841589,-8.62021189044095,-9.10755170325515,-9.39428768687837,-9.50312199995715,-9.7803757298115,-10.0741478737002,-10.5083689785649,-10.6519332226429,-10.4694599611597,-10.908290795937,-11.3184210632919,-11.4784290607624,-11.3442588342344,-11.7086730892717,-11.8393224710775,-12.1077165373631,0
57.2698992452764,57.6448232067373,57.9291389331958,55.1133182976992,44.9724061535431,10.4152120759556,8.10779713151028,4.33262516409158,2.52525754051484,0.665912930632052,0.0621392773592803,-0.93930091348604,-1.81902928859336,-3.11677895583685,-3.34942449662199,-4.2751976063476,-4.60368635242799,-5.56498944350039,-5.79125748700031,-6.26251273676588,-6.49825645947916,-7.17817154432455,-7.58772970640272,-7.83111548294106,-7.83069613449033,-8.54734896121834,-8.9061421743505,-8.9194928004003,-9.26296621199419,-9.64042416021859,-9.97881770503859,-9.99300031087323,-10.0534139341175,-10.4490346671662,-10.7818682050104,-10.9116067430504,-10.7952518810443,-10.9041488614456,-11.5291334333957,-11.6405407942747,0
57.5228349007225,58.2472268536027,57.8481004911919,54.7453668007186,44.9051376029211,10.7936744108763,7.9733562452848,3.88917517632302,2.26595381484182,-0.256250685048201,-0.803838240636369,-1.50802446953303,-2.90903869699275,-4.27508763686264,-4.69547748782066,-5.283918884794,-5.5099543458034,-6.82088051086034,-7.18818985918721,-7.3279303809919,-7.48310872422803,-8.62379536263181,-9.01486623795465,-8.98601121553131,-9.44877241173808,-10.0063264818966,-10.3651294515014,-10.6310283521312,-10.1877233721462,-11.1683887361534,-11.5188063282264,-11.293151041116,-11.6654064554665,-12.0504554481039,-12.1424883591033,-12.3825899187743,-12.5921430760516,-12.8015326565464,-12.9578888733623,-13.2707053425257,0
57.73377153909,57.7754197238268,57.1329235180481,55.7940899512263,46.3216912056918,10.0006368348562,7.38968947781592,4.04072380239098,2.19395272400756,-0.0186649483841418,-0.496992247912419,-1.6438210404496,-1.70613117226409,-3.64293895323581,-3.83951950435794,-3.97627644885212,-4.75757887009716,-6.01697952065119,-6.36231260561739,-6.33398688647565,-6.62736385033574,-7.80340604876941,-8.02602553548257,-8.24987476507089,-8.54826808998465,-9.06494309509999,-9.33722082430317,-9.45298997293845,-9.4171958698839,-9.95237466047761,-10.4002838820481,-10.3313226913136,-10.282440931513,-10.8174821927493,-11.1375920813614,-11.5704925019589,-11.5043423843449,-11.5903443997517,-11.9222400968395,-12.1052120001206,0
58.0998074128139,57.2981060453667,57.3819893865516,55.5880723592249,45.8341087006742,10.1062451216539,8.12970941068473,4.1959913819644,2.14936767952628,0.245449776678683,-0.238972012667266,-0.894648278129544,-2.18354270432748,-3.39941965470735,-3.76123924844175,-4.05588228113484,-4.52555940104599,-5.81324337586386,-6.09011698291946,-6.43027320872966,-6.42603084578947,-7.53762184878425,-7.78506670979656,-7.87706192794557,-7.93452627469456,-8.8551779497259,-9.0301078217642,-9.5308719438776,-9.19960664359986,-10.0270009416572,-10.0683157520395,-10.519896598979,-10.1575489264412,-10.8110020769085,-10.9969221761239,-11.2258100131535,-10.8971836756792,-10.9689278560255,-11.6212205695748,-11.9064439213949,0
57.2934144213759,57.3281546825501,57.7324456852476,55.4063693694519,45.6061657259367,11.035743463055,7.9346230642719,4.40296780222352,2.48545924488841,0.115548589900028,-0.492941554894469,-1.22645679612612,-2.25642077827722,-3.57803419378315,-3.97071583916716,-4.03280398644947,-4.91444571902986,-6.03997377403008,-6.32532996199684,-6.25297361100518,-6.84135036637585,-7.65166759643731,-8.05064125171356,-8.24104716595444,-8.21421916307004,-9.04768260743327,-9.36882261940113,-9.4351325689164,-9.44608825888155,-10.0944765881667,-10.2968670064188,-10.6754980355092,-10.5424367073391,-10.9721691193836,-11.2965419820553,-11.4343652341969,-11.5084974143234,-11.926748783619,-11.937996119393,-12.2112882542369,0
