fft_0.042Hz,fft_0.292Hz,fft_0.542Hz,fft_0.792Hz,fft_1.042Hz,fft_1.375Hz,fft_1.625Hz,fft_1.875Hz,fft_2.125Hz,fft_2.375Hz,fft_2.625Hz,fft_2.875Hz,fft_3.125Hz,fft_3.375Hz,fft_3.625Hz,fft_3.958Hz,fft_4.208Hz,fft_4.458Hz,fft_4.708Hz,fft_4.958Hz,total_power,max_power,crest_factor,spectral_entropy,spectral_centroid_norm,spectral_skewness,spectral_kurtosis,shoulder_power_ratio,outer_power_ratio,spectral_flatness,acpr_db,harmonic_distortion_ratio,regrowth_power_db,label
57.4444322720801,57.6277388920479,45.4075418076247,7.64907377007894,2.228691513353,-0.991281907440667,-3.16064426463238,-4.74758692464209,-5.81665643473935,-6.69493206674354,-7.46218730026675,-8.40809919776031,-8.7478833900292,-9.8499653308201,-10.3447875614422,-10.9981229419669,-10.9588288136032,-11.7460332983876,-11.4038189416902,-12.3153829129367,271733558.972817,766668.215358778,2.35570721066471,9.00196615377442,0.0475380831819736,0.106371982662482,2.32324628791,3.09290392663358e-06,9.39910106321552e-07,2.38657778976743e-05,-55.7741287437054,1.38789071096967e-06,22.4145040427053,0
57.7495849594866,57.4942806775149,46.0930139794356,7.83662077871211,1.62194352382989,-1.45618183485911,-3.81887831899991,-5.25424334686643,-6.32311551540101,-7.1950527406704,-8.25168082543514,-9.03275725908102,-9.24989807538354,-10.5010242534373,-10.5431084388228,-11.8734588537444,-11.7997775112104,-12.5074712652633,-12.4534164802833,-13.2135322416032,272095025.257809,798471.249272419,2.23605453350526,9.00067495049047,0.0476319269036905,0.0958642363517859,2.27942440331537,2.70184788280589e-06,8.00784656630327e-07,2.09473108600253e-05,-56.348551446846,1.18536433460052e-06,21.718379171436,0
57.6331434173939,57.3431717768633,45.8015568537853,8.35741985761476,2.67313549830497,-0.473408761551816,-2.37762473651242,-3.65418382737318,-4.56998915598963,-5.79529204801928,-6.4027108968111,-7.39047863382812,-7.9397089644263,-8.67727234253691,-8.90620008937988,-9.7403426304192,-9.958798492807,-10.6387122630999,-10.6614093961153,-11.1417410223657,272195533.361212,825335.782555504,2.26962399472118,9.00184398599162,0.0474323691708012,0.11865910104273,2.44389511248159,3.74889653245462e-06,1.2097786747108e-06,2.90175038166403e-05,-54.9727716118888,1.77785322727857e-06,23.5320862643726,0
57.2173706442065,56.8932700013888,45.9720200234135,7.28595160729355,2.23510090843514,-0.358950074397554,-2.86923440328302,-3.98964232267434,-5.51320301590424,-6.2448288861828,-7.20130117744382,-7.91334326705339,-8.19940926339077,-9.22408820329581,-9.21377447701418,-10.2880246525912,-10.7654066222717,-11.1707827161128,-11.2581109166777,-11.855885044995,271748981.792463,736280.700296736,2.31190896579861,9.00093789409329,0.0474358460444855,0.114750813036886,2.38650542435407,3.39768297664685e-06,1.05999512292988e-06,2.61937663371872e-05,-55.3827681626293,1.56337780266135e-06,22.9435638050124,0
57.4897529480796,58.1354804777778,45.5074604420583,7.51203194546949,2.22873668118529,-0.904228417670307,-3.08253482237618,-4.43958938685527,-5.71498362208523,-6.11635682844802,-7.03653148199651,-8.16341888830693,-8.46118805979323,-9.61613519951194,-9.89164073261013,-10.4479297843204,-10.887797128069,-11.3198967543871,-11.6826639110536,-12.3022241788945,271175127.274457,740529.74973395,2.27690927915405,9.00180607241343,0.0473843834730574,0.111403422384786,2.35171544558183,3.19941055769938e-06,9.95860944889178e-07,2.49212639709802e-05,-55.6405750060817,1.46776520713192e-06,22.6638573147909,0
56.1703672577612,58.0682856452278,44.9077749645881,8.03651076951924,1.60253531684416,-1.11480970759877,-3.69525194306688,-5.01623762941099,-6.4817862402452,-7.2157501600365,-8.02045354839831,-8.81897578952742,-9.41370763121391,-10.2494221492471,-10.5760032648506,-11.4729452889573,-11.8510252422542,-12.0115780636408,-12.4199372813484,-12.9162073801218,271631239.271725,742313.340553559,2.35871048947098,9.00126800489176,0.047378841294176,0.112424604626301,2.28704073943944,2.91988250283817e-06,8.3019762052915e-07,2.19544707788272e-05,-55.9910870431965,1.23397961778338e-06,21.8637541763324,0
57.2837322777083,57.2614240879784,44.8263843124383,7.59748443299725,2.50682247003542,-1.0440984347606,-2.67406460019447,-3.87851505046559,-5.26457544367689,-6.30530850557777,-7.11004584130407,-7.89846071311727,-8.27684638788404,-9.23613004358148,-9.58054268317459,-10.2356042811224,-10.5581251251576,-11.0369508629202,-11.4348381947095,-11.9418412653779,271674777.774237,751973.428186965,2.26048210023721,9.00033373127756,0.0473326394700939,0.121684679635665,2.38636062352563,3.44022088419564e-06,1.05433251035726e-06,2.62334204600402e-05,-55.3185918214256,1.55714660669482e-06,22.9115057257955,0
57.7193700761183,57.6895236709997,45.517668869711,8.21489165139151,2.27556169781391,-0.661850664085321,-2.76379679532701,-4.33290663218948,-5.55464981233128,-6.24943272765416,-7.45859053877492,-8.32232002062275,-8.50192741139758,-9.47782131480301,-9.64277856628696,-10.4443075813295,-11.2139343609109,-11.6998873072847,-11.6986391687225,-12.0227508872031,271336960.062061,744479.735145935,2.35854071638588,9.00115142633203,0.0473388828009159,0.118725708691394,2.35915279466266,3.39506269352052e-06,9.87641424060068e-07,2.52759846881953e-05,-55.3484974211087,1.46540588173939e-06,22.6147167496155,0
57.741307900249,58.0287375842943,45.7023223715322,8.14312379336411,2.61781766979991,-0.559292093868361,-2.74918782549737,-3.66299498297926,-5.20080253882125,-6.379800416666,-7.1600789250613,-7.918693415544,-8.32838872094433,-9.36244682879966,-10.0698118324722,-10.5767704891131,-10.5729824967388,-11.2593756582338,-11.242067137867,-11.9561643352022,271579035.059737,719721.74047824,2.39027203305888,9.00100472576949,0.047461540381163,0.109218039525806,2.36786393369293,3.60252518468054e-06,1.02454812812021e-06,2.62492470187691e-05,-55.0792428468331,1.52316228781103e-06,22.7768750035672,0
56.9867224508105,57.0220815197618,45.4116508882553,7.77871620187931,1.89165098947261,-1.5058845809276,-3.59332214612896,-4.97776637076517,-5.93886456406094,-7.24323134707889,-8.12183762593568,-8.86918026837268,-9.14713578921971,-10.2218198414537,-10.4092518189666,-11.2822412682916,-11.827504373911,-12.3095126718048,-12.0431405378549,-12.8691135282666,272023105.370396,782841.018586494,2.39749806158297,8.99794731701114,0.0474245808231094,0.106473234078758,2.2987467093644,2.96427397845464e-06,8.4542729368228e-07,2.22762509068109e-05,-55.9257107013369,1.25544465030505e-06,21.9476987443033,0
