fft_01,fft_02,fft_03,fft_04,fft_05,fft_06,fft_07,fft_08,fft_09,fft_10,fft_11,fft_12,fft_13,fft_14,fft_15,fft_16,fft_17,fft_18,fft_19,fft_20,label
57.5884543817691,57.4076991951427,48.8683277357068,8.44816652678517,2.75526048199299,-0.964750713784859,-2.80653353110039,-3.98046022323281,-5.66668593231132,-6.5628746164723,-7.56095853374343,-8.49508414519706,-8.74050807896886,-9.48642173588382,-10.3819148231982,-10.2117015598083,-10.9865051021707,-11.7510039955674,-11.5398931753905,-12.1334804467191,0
57.1441448725835,57.7246628942263,48.5473735967801,7.87895420344564,2.34213457169866,-1.14492375052982,-2.64278185696181,-4.3691287707363,-5.9022765412834,-6.78140955261827,-7.37352180254882,-8.69159566946524,-9.06240672613541,-9.49809782351072,-10.6143887916453,-10.8481081915514,-11.1874872898246,-12.0015989613142,-11.9578690612572,-12.1605887353009,0
57.4805557956668,57.4413549126442,48.2663217204422,8.01237175302199,2.0325764515351,-1.07520300073492,-2.48951625175776,-4.32460288579893,-5.76253443732308,-6.48550692865086,-7.19109938051233,-8.47994748532943,-8.93950612288473,-9.50121026893483,-10.4176178421354,-10.5211783692618,-11.0640575201248,-11.775129296111,-12.0255336260527,-12.2028641103544,0
57.2090537361396,57.8591852935998,47.9335339493562,7.96510402219755,2.54419469691768,-0.960089954857298,-2.74537017657134,-3.90706980417161,-5.72042313530317,-6.59773379406643,-7.42046362368664,-8.47579645544703,-9.03166519482886,-9.63995312279131,-10.3968623018275,-10.5515450185824,-11.0290155200586,-11.7693671150413,-11.9021592544183,-12.1193549447019,0
57.2723891679078,56.8064836017716,48.7310539805785,7.6067939028988,1.75911111500644,-1.96497822561959,-3.74367063426395,-4.59767418723889,-6.8166196245002,-7.75752593213897,-8.10929040414995,-9.68623540003205,-10.1961498566664,-10.1379389346663,-11.5896766197746,-11.6195796504707,-12.0754737629798,-12.9245565901725,-12.7183493301178,-13.5112927173704,0
56.7824188401802,57.8001098706634,48.4807207636429,7.53859752729049,2.28008982695206,-0.927211733420272,-2.48852851988301,-3.95462703166781,-5.56621583676775,-6.37929329951709,-7.16957769487332,-8.28182036546223,-8.69653875886795,-9.43015770922453,-10.1883056288632,-10.4148503427896,-10.8455498002047,-11.5340476314045,-11.6156893337176,-11.6647614850805,0
56.9592290583127,57.5162123201939,48.1378005970792,7.89063067934637,2.06921319398673,-1.25756560124458,-2.54367786491403,-4.06488980443778,-5.96513138292687,-6.79906227090714,-7.55906924951301,-8.67297183824325,-9.00786638683336,-9.90626677094319,-10.6084198941252,-10.8031954055925,-11.2731630717422,-11.9828335679305,-11.8250497100069,-12.6912950804091,0
57.2055317375012,57.7804975628646,47.764414692334,8.59294961077362,2.78705250603218,-0.865746636669006,-2.33337208183344,-3.8846063659117,-5.76712848074237,-6.64382957039133,-7.37602655409314,-8.59446925883032,-8.99578360225894,-9.36885918437738,-10.5051362022906,-10.7557556436607,-11.1269583045569,-11.8762031837187,-11.5357278265618,-12.3481151810899,0
57.5895113765402,57.511141601223,48.5610145217502,7.54845334691213,1.67228235921654,-1.42249357962268,-2.96476806498191,-4.49942078108207,-6.11388467348911,-6.82848585229177,-7.80616915164588,-8.82482725234432,-8.94112617295986,-9.71303314507749,-10.7501821392824,-10.5874237571073,-11.4402008154228,-12.1271274042787,-11.8551957603276,-12.8715305534887,0
57.9776810585309,58.3770524845901,48.2471503830569,7.62046467668639,2.03797317527287,-1.56565808834109,-3.28314861893681,-4.79510568127758,-6.48937510052115,-7.23596097102925,-8.22645762692592,-9.41335891762997,-9.53207064363661,-10.400319270915,-11.3370217862794,-11.5655913850726,-11.9458301049275,-12.7262370432154,-12.3596612066978,-13.164869335359,0
57.8786611835445,57.4586861117884,48.247307522182,8.24432539743987,2.9035101964167,-0.312104653657715,-1.78314291104518,-3.41128344812556,-5.1003804319342,-5.94332348367144,-6.53494510976211,-7.92443991286211,-8.30819107217609,-8.89096396279352,-9.84965462168334,-9.88124525031579,-10.4354306983069,-11.2072508741183,-10.9810939066226,-11.4602945608238,0
56.874657427722,57.8789451080037,48.4553304998364,8.17093659806118,2.26462884143706,-0.856601210992321,-2.3425828110343,-3.72823589918712,-5.63917033990071,-6.43241001856636,-7.17696521961365,-8.34655802264265,-8.85572096982476,-9.49305715942721,-10.3059668570624,-10.5616554132486,-10.8957513575632,-11.644822487213,-11.4315666802261,-12.1511466269971,0
57.2733047903255,57.6029181099679,48.3432040679431,8.36648361036838,2.38667548478194,-0.877711456425031,-2.26983226826581,-4.02298810228355,-5.43887630073208,-6.21193964751383,-7.11716660414439,-8.18500869443126,-8.62310419278694,-9.27032129320944,-10.0859600564213,-9.94817038839632,-10.8060613434118,-11.4123850526729,-11.3756483486905,-11.9778981242801,0
57.1948427723485,57.2850460266269,48.4239282544098,8.0927689881438,1.65913751320857,-1.70152480216275,-3.09949318436262,-4.82913992173247,-6.45735917413679,-6.97057846899787,-8.17446346300179,-9.28879226727836,-9.5534997447576,-10.1708006350309,-11.1710384226631,-11.1570002290527,-11.9243990187816,-12.5510589620138,-12.2811168389843,-12.8764146019969,0
57.3294619508238,57.8170265470444,48.3280821022295,8.17832024878718,2.08851291016343,-1.46113477077208,-2.96008813159796,-4.15874673888035,-6.47138145470928,-7.10432882279089,-8.11003909338389,-9.36507155984622,-9.65936905047503,-10.2417940080981,-11.2929915020463,-11.5980968451148,-11.9574568649869,-12.7008723300095,-12.650792891756,-13.4893578783476,0
56.702177506167,57.9113870199064,48.0421682737981,8.47752073170522,3.45475787644346,-0.119926361503555,-1.60388767469915,-3.15741296180196,-4.702500344812,-5.57797292841042,-6.4669282079072,-7.38416993159547,-7.810664829432,-8.44726177836873,-9.26657623888684,-9.34818064981459,-10.0079848929036,-10.6342242538234,-10.7928306949919,-11.249610807384,0
57.4978785226979,57.5192718823452,48.2937869355339,8.49198399689526,2.45223635108888,-1.0131846693018,-2.84563398224785,-4.05423230031347,-5.7602404430499,-6.58656826851845,-7.07899122752549,-8.56110681256483,-9.01508554348581,-9.49696781125197,-10.4463278225884,-10.4286057507727,-11.1392128572511,-11.8115405250936,-11.494797472212,-12.3338920288229,0
57.4147603846265,58.3396921128689,48.1893101859448,7.64924117718026,2.37675436764084,-0.916851110587086,-2.46020924878996,-4.17414576226918,-5.53706823229076,-6.1740588879921,-7.2143793603787,-8.21657767861249,-8.74042833586629,-9.29127475416676,-10.1753297319898,-10.3114672804776,-11.1719157795439,-11.5140449624456,-11.614005293888,-12.0186318182769,0
56.7369082715977,58.0267882741803,48.0460932083553,7.69521121837503,2.50340263322649,-0.97069550111997,-2.25022341309274,-3.57148614482918,-5.43705483746433,-6.23064762753751,-6.91258998272738,-8.08290369296381,-8.66887030087582,-8.88334123267404,-9.96307521960828,-10.0834295688461,-10.703620712886,-11.2984972804846,-11.4304487425011,-11.7052732032277,0
56.9732665802218,57.2360332354289,48.2146067057746,7.64020687981521,2.6851565891906,-0.64962779654693,-2.17809645740757,-3.74615573757685,-5.01809982041395,-5.97773827423412,-6.53438207440759,-7.8119285343661,-8.18080813254318,-8.61474140889446,-9.62743420993243,-9.80541837252403,-10.3449094499954,-10.9779067232078,-11.0648425964322,-11.3989868824325,0
57.5633119000008,57.730346584756,47.815038871693,8.07000048520063,2.7555386730951,-0.494968390180328,-2.23143705929574,-3.49357605469271,-5.19950413433326,-6.01470785219393,-6.80956295165699,-7.90645271840381,-8.56981704370752,-9.03550295466984,-9.81429223186262,-9.89951558005761,-10.6645005674699,-11.2029619888365,-11.3529917879321,-11.4616885856961,0
57.1785931260371,57.1936904405551,48.5554669523318,7.85938852374957,2.81864695228359,-0.265715497806313,-1.84343881405935,-3.344347840429,-4.65529607721064,-5.27194532901731,-6.46500812203138,-7.39084953981563,-7.73472389787519,-8.33708754937985,-9.25219821656814,-9.68235247339306,-9.8631714449584,-10.6045754091089,-10.4397049803801,-11.1420026647893,0
56.6369733088686,57.4665823794893,48.6920272110537,8.57711426227652,2.96834031451235,-0.703552831415732,-2.23550768745166,-3.78314961348752,-5.60441971638684,-6.54990067798751,-7.11302430110672,-8.44621261564248,-8.64844508839796,-9.44299992847229,-10.3667470147607,-10.5048594569071,-11.1327974111251,-11.730149114576,-11.5214304182994,-12.2546964002875,0
57.6829771874584,57.2197533436154,47.8385488856733,8.48606135218748,2.53480040870808,-0.772057956249251,-2.55685947587111,-3.95161139733417,-5.70592250949982,-6.32594162679931,-7.22063826499175,-8.54530069944691,-8.72745935939145,-9.81624968246772,-10.4806228821516,-10.7485724606948,-11.0386028885139,-11.8251762673913,-11.4874630749589,-12.297528956662,0
57.9301291197407,57.3868549912359,48.337544976929,8.86027157957594,2.61624334418783,-0.704807394397746,-2.34702540326336,-4.02447805105109,-5.66342428272901,-6.37192440971527,-7.3685604319292,-8.55646666248957,-9.12271640905755,-9.78072999612895,-10.4949987302941,-10.643145627604,-11.1565628400299,-11.909614725095,-11.8882366488855,-12.4715120380068,0
